viewing_id,user_id,movie_id,started_at,ended_at,watch_minutes,completion_pct,playback_status,device_type,streaming_quality,viewing_country,rewatch_number,discovery_source
VEW000796,USR0067,MOV0053,2026-05-17T07:08:25Z,2026-05-17T08:55:25Z,93,95,completed,smart_tv,4K,KR,0,watchlist
VEW000797,USR0067,MOV0189,2026-07-02T02:31:18Z,2026-07-02T05:10:18Z,145,94,completed,tablet,HD,KR,0,friend_share
VEW000798,USR0067,MOV0062,2026-05-31T19:38:36Z,2026-05-31T20:47:36Z,58,39,abandoned,tablet,FHD,KR,0,search
VEW000799,USR0067,MOV0196,2025-05-02T18:35:12Z,2025-05-02T19:20:12Z,42,35,abandoned,smart_tv,FHD,KR,0,watchlist
VEW000800,USR0067,MOV0104,2026-03-20T15:51:43Z,2026-03-20T17:23:43Z,77,47,abandoned,tablet,SD,KR,0,watchlist
VEW000801,USR0067,MOV0097,2025-12-10T09:47:00Z,2025-12-10T11:00:00Z,56,74,abandoned,mobile,SD,KR,0,friend_share
VEW000802,USR0067,MOV0025,2025-12-21T19:40:54Z,2025-12-21T22:03:54Z,141,90,completed,smart_tv,FHD,KR,0,trending
VEW000803,USR0067,MOV0148,2025-05-04T11:43:48Z,2025-05-04T13:29:48Z,99,86,completed,web,4K,KR,0,home_recommendation
VEW000804,USR0067,MOV0192,2023-12-27T10:30:41Z,2023-12-27T12:15:41Z,94,100,completed,mobile,SD,KR,0,trending
VEW000805,USR0068,MOV0070,2026-04-20T17:25:01Z,2026-04-20T19:26:01Z,107,99,completed,mobile,FHD,KR,0,search
VEW000806,USR0068,MOV0012,2026-06-06T17:50:46Z,2026-06-06T20:10:46Z,130,96,completed,game_console,4K,KR,0,watchlist
VEW000807,USR0068,MOV0146,2026-02-26T04:46:20Z,2026-02-26T07:00:20Z,133,92,completed,mobile,FHD,KR,0,watchlist
VEW000808,USR0068,MOV0153,2026-02-21T15:15:24Z,2026-02-21T17:47:24Z,138,96,completed,mobile,HD,KR,0,friend_share
VEW000809,USR0068,MOV0128,2025-12-08T01:03:58Z,2025-12-08T02:36:58Z,75,82,abandoned,game_console,4K,KR,0,home_recommendation
VEW000810,USR0068,MOV0002,2026-06-25T21:54:18Z,2026-06-25T22:29:18Z,21,20,abandoned,game_console,FHD,KR,0,watchlist
VEW000811,USR0068,MOV0056,2026-04-14T00:22:39Z,2026-04-14T01:39:39Z,73,65,abandoned,smart_tv,4K,KR,0,friend_share
VEW000812,USR0068,MOV0126,2026-02-22T19:28:39Z,2026-02-22T20:37:39Z,62,41,abandoned,tablet,SD,KR,0,watchlist
VEW000813,USR0068,MOV0037,2025-10-26T11:19:46Z,2025-10-26T11:51:46Z,22,23,abandoned,web,FHD,KR,0,search
VEW000814,USR0068,MOV0091,2026-03-02T16:06:39Z,2026-03-02T17:40:39Z,82,71,abandoned,game_console,FHD,KR,0,search
VEW000815,USR0068,MOV0179,2026-01-12T22:03:57Z,2026-01-12T23:38:57Z,95,73,abandoned,web,FHD,KR,0,trending
VEW000816,USR0068,MOV0152,2025-12-26T09:24:04Z,2025-12-26T11:33:04Z,121,97,completed,web,SD,KR,0,home_recommendation
VEW000817,USR0069,MOV0061,2026-06-29T11:45:29Z,2026-06-29T13:42:29Z,109,95,completed,mobile,4K,KR,0,watchlist
VEW000818,USR0069,MOV0048,2024-06-20T12:36:52Z,2024-06-20T13:58:52Z,72,93,completed,game_console,HD,KR,0,trending
VEW000819,USR0069,MOV0149,2024-04-30T22:46:47Z,2024-05-01T01:12:47Z,141,99,completed,web,FHD,KR,0,home_recommendation
VEW000820,USR0069,MOV0067,2025-12-08T12:59:53Z,2025-12-08T14:46:53Z,105,96,completed,game_console,HD,KR,0,friend_share
VEW000821,USR0069,MOV0046,2024-10-29T03:30:35Z,2024-10-29T04:08:35Z,25,20,abandoned,smart_tv,HD,KR,0,trending
VEW000822,USR0069,MOV0156,2022-10-30T07:12:11Z,2022-10-30T08:20:11Z,56,58,abandoned,smart_tv,HD,KR,0,search
VEW000823,USR0069,MOV0029,2022-05-31T06:50:54Z,2022-05-31T07:21:54Z,30,25,abandoned,web,SD,KR,0,search
VEW000824,USR0069,MOV0125,2026-03-04T08:35:51Z,2026-03-04T09:10:51Z,28,31,abandoned,game_console,FHD,KR,0,friend_share
VEW000825,USR0069,MOV0069,2023-07-13T09:44:00Z,2023-07-13T10:43:00Z,42,45,abandoned,game_console,HD,KR,0,friend_share
VEW000826,USR0069,MOV0172,2026-07-16T19:34:38Z,2026-07-16T20:57:38Z,81,60,abandoned,smart_tv,SD,KR,0,home_recommendation
VEW000827,USR0069,MOV0155,2026-04-28T16:04:26Z,2026-04-28T17:13:26Z,54,44,abandoned,mobile,HD,KR,0,search
VEW000828,USR0069,MOV0140,2025-11-08T09:25:12Z,2025-11-08T10:40:12Z,71,57,abandoned,tablet,HD,KR,0,friend_share
VEW000829,USR0070,MOV0060,2026-07-13T16:39:59Z,2026-07-13T18:59:59Z,135,90,completed,web,SD,KR,0,friend_share
VEW000830,USR0070,MOV0050,2026-04-02T10:19:16Z,2026-04-02T12:35:16Z,125,88,completed,smart_tv,4K,KR,0,trending
VEW000831,USR0070,MOV0187,2025-04-13T01:55:31Z,2025-04-13T03:30:31Z,82,94,completed,web,HD,KR,0,home_recommendation
VEW000832,USR0070,MOV0028,2025-12-27T13:45:23Z,2025-12-27T15:47:23Z,104,98,completed,game_console,4K,KR,0,friend_share
VEW000833,USR0070,MOV0089,2025-12-07T13:54:57Z,2025-12-07T14:45:57Z,35,27,abandoned,web,SD,KR,0,trending
VEW000834,USR0070,MOV0015,2026-04-22T18:58:43Z,2026-04-22T20:14:43Z,72,46,abandoned,tablet,HD,KR,0,search
VEW000835,USR0070,MOV0167,2026-06-28T15:04:28Z,2026-06-28T15:52:28Z,45,58,abandoned,mobile,SD,KR,0,search
VEW000836,USR0070,MOV0021,2025-06-06T10:12:55Z,2025-06-06T12:09:55Z,100,62,abandoned,web,FHD,KR,0,home_recommendation
VEW000837,USR0070,MOV0099,2026-05-02T21:58:28Z,2026-05-02T23:23:28Z,72,55,abandoned,game_console,FHD,KR,0,trending
VEW000838,USR0070,MOV0111,2025-05-20T23:40:08Z,2025-05-21T01:11:08Z,90,89,completed,web,SD,KR,0,trending
VEW000839,USR0070,MOV0192,2026-06-02T00:53:49Z,2026-06-02T02:34:49Z,88,94,completed,smart_tv,HD,KR,0,search
VEW000840,USR0070,MOV0098,2026-06-26T20:25:08Z,2026-06-26T21:47:08Z,68,64,abandoned,mobile,SD,KR,0,home_recommendation
VEW000841,USR0071,MOV0003,2026-02-27T17:11:45Z,2026-02-27T19:15:45Z,113,100,completed,tablet,4K,KR,0,watchlist
VEW000842,USR0071,MOV0183,2025-08-25T07:19:53Z,2025-08-25T09:18:53Z,104,94,completed,tablet,FHD,KR,0,watchlist
VEW000843,USR0071,MOV0034,2025-07-18T09:01:11Z,2025-07-18T10:46:11Z,97,96,completed,tablet,4K,KR,0,watchlist
VEW000844,USR0071,MOV0009,2025-12-14T07:24:13Z,2025-12-14T09:46:13Z,133,97,completed,web,SD,KR,0,trending
VEW000845,USR0071,MOV0129,2026-07-16T09:46:58Z,2026-07-16T11:55:58Z,126,95,completed,mobile,4K,KR,0,trending
VEW000846,USR0071,MOV0112,2024-10-03T21:11:54Z,2024-10-03T22:15:54Z,52,48,abandoned,tablet,4K,KR,0,friend_share
VEW000847,USR0071,MOV0150,2026-04-27T06:24:58Z,2026-04-27T07:08:58Z,41,33,abandoned,mobile,4K,KR,0,search
VEW000848,USR0071,MOV0133,2025-07-27T19:19:23Z,2025-07-27T20:53:23Z,78,54,abandoned,smart_tv,HD,KR,0,home_recommendation
VEW000849,USR0071,MOV0016,2025-12-26T07:54:13Z,2025-12-26T09:09:13Z,69,48,abandoned,mobile,HD,KR,0,friend_share
VEW000850,USR0071,MOV0015,2026-02-13T17:37:40Z,2026-02-13T20:18:40Z,145,93,completed,smart_tv,SD,KR,0,watchlist
VEW000851,USR0071,MOV0187,2025-11-10T19:45:24Z,2025-11-10T21:13:24Z,80,92,completed,tablet,FHD,KR,0,friend_share
VEW000852,USR0071,MOV0004,2024-10-16T19:30:22Z,2024-10-16T20:50:22Z,71,55,abandoned,game_console,HD,KR,0,trending
VEW000853,USR0072,MOV0039,2024-07-20T01:57:56Z,2024-07-20T04:20:56Z,140,88,completed,mobile,SD,KR,0,watchlist
VEW000854,USR0072,MOV0068,2026-01-07T22:25:29Z,2026-01-08T00:34:29Z,113,97,completed,web,HD,KR,0,search
VEW000855,USR0072,MOV0161,2025-08-22T12:07:16Z,2025-08-22T14:39:16Z,139,92,completed,web,HD,KR,0,home_recommendation
VEW000856,USR0072,MOV0035,2026-05-17T05:53:40Z,2026-05-17T07:53:40Z,105,93,completed,web,HD,KR,0,friend_share
VEW000857,USR0072,MOV0192,2023-11-10T19:05:53Z,2023-11-10T20:15:53Z,53,56,abandoned,smart_tv,4K,KR,0,watchlist
VEW000858,USR0072,MOV0051,2026-01-04T12:22:10Z,2026-01-04T13:23:10Z,43,37,abandoned,web,SD,KR,0,home_recommendation
VEW000859,USR0072,MOV0113,2026-03-10T05:47:44Z,2026-03-10T06:55:44Z,53,36,abandoned,game_console,FHD,KR,0,home_recommendation
VEW000860,USR0072,MOV0108,2026-06-27T08:36:27Z,2026-06-27T09:56:27Z,66,56,abandoned,tablet,HD,KR,0,search
VEW000861,USR0072,MOV0112,2023-06-27T10:43:55Z,2023-06-27T12:43:55Z,103,95,completed,game_console,SD,KR,0,friend_share
VEW000862,USR0072,MOV0053,2026-04-29T17:45:04Z,2026-04-29T18:54:04Z,69,70,abandoned,smart_tv,FHD,KR,0,home_recommendation
VEW000863,USR0072,MOV0062,2026-05-26T11:01:47Z,2026-05-26T12:20:47Z,63,42,abandoned,mobile,4K,KR,0,home_recommendation
VEW000864,USR0072,MOV0130,2023-07-30T21:32:36Z,2023-07-30T22:59:36Z,87,69,abandoned,game_console,4K,KR,0,search
VEW000865,USR0073,MOV0043,2025-07-17T13:46:54Z,2025-07-17T15:37:54Z,97,97,completed,web,4K,KR,0,watchlist
VEW000866,USR0073,MOV0151,2026-06-29T07:48:27Z,2026-06-29T09:35:27Z,91,98,completed,web,FHD,KR,0,watchlist
VEW000867,USR0073,MOV0090,2026-01-04T09:23:11Z,2026-01-04T11:30:11Z,116,97,completed,web,FHD,KR,0,watchlist
VEW000868,USR0073,MOV0092,2026-05-25T16:58:25Z,2026-05-25T18:57:25Z,114,100,completed,web,FHD,KR,0,search
VEW000869,USR0073,MOV0115,2024-09-25T22:05:49Z,2024-09-25T23:25:49Z,77,53,abandoned,mobile,SD,KR,0,search
VEW000870,USR0073,MOV0110,2026-04-11T08:21:07Z,2026-04-11T09:28:07Z,55,35,abandoned,mobile,FHD,KR,0,watchlist
VEW000871,USR0073,MOV0103,2025-01-12T23:05:28Z,2025-01-13T00:33:28Z,73,72,abandoned,tablet,SD,KR,0,watchlist
VEW000872,USR0073,MOV0114,2026-01-05T22:28:14Z,2026-01-06T00:26:14Z,108,98,completed,mobile,FHD,KR,0,watchlist
VEW000873,USR0073,MOV0079,2024-06-11T14:56:21Z,2024-06-11T17:45:21Z,153,100,completed,mobile,FHD,KR,0,watchlist
VEW000874,USR0073,MOV0149,2024-12-22T01:06:01Z,2024-12-22T02:15:01Z,62,44,abandoned,tablet,4K,KR,0,friend_share
VEW000875,USR0073,MOV0067,2026-07-13T18:14:36Z,2026-07-13T18:37:36Z,20,18,abandoned,smart_tv,SD,KR,0,watchlist
VEW000876,USR0073,MOV0125,2024-12-21T18:33:41Z,2024-12-21T19:27:41Z,38,42,abandoned,web,HD,KR,0,home_recommendation
VEW000877,USR0074,MOV0038,2026-07-07T22:04:04Z,2026-07-07T23:57:04Z,109,97,completed,mobile,SD,KR,0,trending
VEW000878,USR0074,MOV0195,2026-02-16T20:24:12Z,2026-02-16T22:40:12Z,136,89,completed,game_console,FHD,KR,0,home_recommendation
VEW000879,USR0074,MOV0098,2026-05-13T04:20:22Z,2026-05-13T06:17:22Z,104,98,completed,game_console,HD,KR,0,home_recommendation
VEW000880,USR0074,MOV0028,2025-05-26T00:07:37Z,2025-05-26T02:01:37Z,105,99,completed,game_console,SD,KR,0,home_recommendation
VEW000881,USR0074,MOV0004,2025-11-13T12:50:44Z,2025-11-13T15:03:44Z,123,95,completed,mobile,HD,KR,0,trending
VEW000882,USR0074,MOV0095,2026-07-16T12:04:10Z,2026-07-16T13:26:10Z,64,70,abandoned,mobile,4K,KR,0,home_recommendation
VEW000883,USR0074,MOV0089,2025-02-16T05:02:23Z,2025-02-16T06:24:23Z,69,53,abandoned,tablet,4K,KR,0,trending
VEW000884,USR0074,MOV0184,2023-09-16T17:43:03Z,2023-09-16T18:30:03Z,35,34,abandoned,game_console,HD,KR,0,friend_share
VEW000885,USR0074,MOV0010,2025-10-14T12:57:04Z,2025-10-14T14:18:04Z,74,57,abandoned,smart_tv,FHD,KR,0,home_recommendation
VEW000886,USR0074,MOV0058,2023-05-02T17:43:37Z,2023-05-02T18:08:37Z,25,22,abandoned,smart_tv,FHD,KR,0,watchlist
VEW000887,USR0074,MOV0154,2024-01-22T13:41:20Z,2024-01-22T15:14:20Z,81,66,abandoned,mobile,FHD,KR,0,home_recommendation
VEW000888,USR0074,MOV0174,2025-05-16T06:26:08Z,2025-05-16T08:38:08Z,115,89,completed,tablet,SD,KR,0,friend_share
VEW000889,USR0075,MOV0031,2024-09-17T07:05:21Z,2024-09-17T08:51:21Z,93,97,completed,smart_tv,FHD,KR,0,trending
VEW000890,USR0075,MOV0066,2025-07-10T19:16:08Z,2025-07-10T21:52:08Z,145,92,completed,mobile,FHD,KR,0,search
VEW000891,USR0075,MOV0078,2026-06-05T12:31:24Z,2026-06-05T14:17:24Z,100,88,completed,game_console,4K,KR,0,search
VEW000892,USR0075,MOV0164,2026-07-14T03:34:13Z,2026-07-14T05:45:13Z,124,95,completed,tablet,HD,KR,0,trending
VEW000893,USR0075,MOV0126,2026-05-23T08:01:06Z,2026-05-23T08:34:06Z,29,19,abandoned,game_console,SD,KR,0,trending
VEW000894,USR0075,MOV0162,2025-06-06T04:50:05Z,2025-06-06T06:53:05Z,114,80,abandoned,tablet,SD,KR,0,home_recommendation
VEW000895,USR0075,MOV0195,2026-05-07T01:36:29Z,2026-05-07T02:24:29Z,41,27,abandoned,mobile,4K,KR,0,trending
VEW000896,USR0075,MOV0063,2023-12-05T15:40:45Z,2023-12-05T17:32:45Z,96,83,abandoned,tablet,SD,KR,0,friend_share
VEW000897,USR0075,MOV0189,2026-05-08T21:51:31Z,2026-05-08T23:49:31Z,111,72,abandoned,web,SD,KR,0,search
VEW000898,USR0075,MOV0010,2024-04-21T03:04:31Z,2024-04-21T04:44:31Z,92,71,abandoned,game_console,FHD,KR,0,search
VEW000899,USR0075,MOV0008,2026-02-04T19:17:27Z,2026-02-04T19:41:27Z,20,23,abandoned,tablet,4K,KR,0,home_recommendation
VEW000900,USR0075,MOV0133,2025-09-21T15:18:02Z,2025-09-21T17:46:02Z,131,91,completed,tablet,SD,KR,0,trending
VEW000901,USR0076,MOV0037,2026-01-15T05:51:39Z,2026-01-15T07:38:39Z,94,99,completed,web,HD,KR,0,trending
VEW000902,USR0076,MOV0049,2026-01-24T09:41:06Z,2026-01-24T12:04:06Z,127,88,completed,web,FHD,KR,0,search
VEW000903,USR0076,MOV0005,2025-12-19T22:01:34Z,2025-12-19T23:42:34Z,88,88,completed,smart_tv,FHD,KR,0,trending
VEW000904,USR0076,MOV0176,2026-04-27T23:22:19Z,2026-04-28T01:53:19Z,144,99,completed,web,4K,KR,0,trending
VEW000905,USR0076,MOV0172,2026-07-10T05:04:18Z,2026-07-10T06:52:18Z,101,75,abandoned,web,4K,KR,0,friend_share
VEW000906,USR0076,MOV0092,2026-05-20T13:43:43Z,2026-05-20T14:39:43Z,40,35,abandoned,mobile,SD,KR,0,search
VEW000907,USR0076,MOV0165,2026-01-21T05:36:05Z,2026-01-21T06:08:05Z,26,21,abandoned,tablet,HD,KR,0,watchlist
VEW000908,USR0076,MOV0097,2026-06-25T04:58:48Z,2026-06-25T06:19:48Z,67,89,completed,game_console,FHD,KR,0,watchlist
VEW000909,USR0076,MOV0121,2026-05-29T21:19:10Z,2026-05-29T23:14:10Z,105,88,completed,web,FHD,KR,0,trending
VEW000910,USR0076,MOV0048,2026-05-09T05:25:04Z,2026-05-09T06:32:04Z,58,75,abandoned,tablet,HD,KR,0,trending
VEW000911,USR0076,MOV0171,2026-06-25T07:50:28Z,2026-06-25T09:21:28Z,84,66,abandoned,smart_tv,HD,KR,0,search
VEW000912,USR0076,MOV0160,2025-11-09T20:20:31Z,2025-11-09T21:58:31Z,80,75,abandoned,mobile,FHD,KR,0,home_recommendation
VEW000913,USR0077,MOV0045,2025-08-02T16:49:21Z,2025-08-02T19:24:21Z,139,100,completed,mobile,HD,KR,0,friend_share
VEW000914,USR0077,MOV0163,2026-01-08T01:43:17Z,2026-01-08T03:56:17Z,122,98,completed,tablet,FHD,KR,0,home_recommendation
VEW000915,USR0077,MOV0005,2024-02-18T17:55:49Z,2024-02-18T19:41:49Z,89,89,completed,web,HD,KR,0,home_recommendation
VEW000916,USR0077,MOV0074,2023-06-10T04:10:02Z,2023-06-10T06:32:02Z,136,97,completed,smart_tv,HD,KR,0,trending
VEW000917,USR0077,MOV0112,2023-08-15T01:02:44Z,2023-08-15T02:29:44Z,83,77,abandoned,mobile,HD,KR,0,search
VEW000918,USR0077,MOV0053,2026-03-27T21:03:58Z,2026-03-27T22:26:58Z,83,85,completed,tablet,4K,KR,0,trending
VEW000919,USR0077,MOV0030,2023-09-10T07:06:19Z,2023-09-10T08:50:19Z,87,76,abandoned,mobile,4K,KR,0,friend_share
VEW000920,USR0077,MOV0054,2025-08-14T04:05:31Z,2025-08-14T04:58:31Z,44,41,abandoned,tablet,FHD,KR,0,search
VEW000921,USR0077,MOV0099,2025-12-15T03:15:05Z,2025-12-15T04:47:05Z,82,63,abandoned,mobile,4K,KR,0,home_recommendation
VEW000922,USR0077,MOV0194,2026-06-18T23:24:14Z,2026-06-19T00:01:14Z,30,30,abandoned,game_console,FHD,KR,0,friend_share
VEW000923,USR0077,MOV0126,2026-01-10T17:27:39Z,2026-01-10T19:44:39Z,127,84,abandoned,smart_tv,HD,KR,0,friend_share
VEW000924,USR0077,MOV0062,2026-06-11T05:45:49Z,2026-06-11T07:21:49Z,91,61,abandoned,smart_tv,FHD,KR,0,watchlist
VEW000925,USR0078,MOV0030,2025-02-12T18:54:37Z,2025-02-12T20:45:37Z,105,92,completed,tablet,SD,KR,0,home_recommendation
VEW000926,USR0078,MOV0037,2024-12-17T07:48:04Z,2024-12-17T09:18:04Z,90,95,completed,game_console,FHD,KR,0,trending
VEW000927,USR0078,MOV0125,2026-05-11T12:15:21Z,2026-05-11T13:58:21Z,90,99,completed,smart_tv,HD,KR,0,trending
VEW000928,USR0078,MOV0016,2026-02-12T05:25:56Z,2026-02-12T08:02:56Z,139,97,completed,game_console,FHD,KR,0,friend_share
VEW000929,USR0078,MOV0097,2026-05-30T20:38:15Z,2026-05-30T21:33:15Z,42,56,abandoned,tablet,HD,KR,0,watchlist
VEW000930,USR0078,MOV0051,2026-07-17T19:26:07Z,2026-07-17T20:05:07Z,39,34,abandoned,web,FHD,KR,0,watchlist
VEW000931,USR0078,MOV0170,2023-05-28T06:19:03Z,2023-05-28T08:05:03Z,99,91,completed,mobile,4K,KR,0,home_recommendation
VEW000932,USR0078,MOV0050,2026-04-23T02:09:15Z,2026-04-23T03:32:15Z,80,56,abandoned,web,HD,KR,0,search
VEW000933,USR0078,MOV0145,2026-07-11T04:46:38Z,2026-07-11T05:24:38Z,30,22,abandoned,mobile,4K,KR,0,friend_share
VEW000934,USR0078,MOV0020,2024-09-07T17:01:53Z,2024-09-07T18:04:53Z,52,49,abandoned,mobile,HD,KR,0,trending
VEW000935,USR0078,MOV0182,2024-06-16T04:21:32Z,2024-06-16T05:04:32Z,41,31,abandoned,game_console,SD,KR,0,home_recommendation
VEW000936,USR0078,MOV0094,2024-01-23T02:42:55Z,2024-01-23T03:52:55Z,54,42,abandoned,game_console,HD,KR,0,watchlist
VEW000937,USR0079,MOV0137,2026-01-30T08:24:03Z,2026-01-30T10:04:03Z,85,92,completed,tablet,FHD,KR,0,home_recommendation
VEW000938,USR0079,MOV0133,2025-11-18T07:33:02Z,2025-11-18T09:58:02Z,128,89,completed,mobile,HD,KR,0,home_recommendation
VEW000939,USR0079,MOV0196,2026-04-22T18:58:08Z,2026-04-22T21:15:08Z,121,100,completed,tablet,FHD,KR,0,watchlist
VEW000940,USR0079,MOV0082,2024-10-07T23:16:14Z,2024-10-08T01:30:14Z,134,93,completed,web,SD,KR,0,home_recommendation
VEW000941,USR0079,MOV0003,2026-01-16T11:42:12Z,2026-01-16T13:03:12Z,70,62,abandoned,game_console,4K,KR,0,home_recommendation
VEW000942,USR0079,MOV0041,2026-05-13T00:17:08Z,2026-05-13T01:40:08Z,83,54,abandoned,tablet,SD,KR,0,home_recommendation
VEW000943,USR0079,MOV0011,2024-10-09T20:58:47Z,2024-10-09T21:50:47Z,52,47,abandoned,web,FHD,KR,0,watchlist
VEW000944,USR0079,MOV0200,2026-03-17T05:05:54Z,2026-03-17T06:25:54Z,76,83,abandoned,game_console,SD,KR,0,friend_share
VEW000945,USR0079,MOV0152,2026-06-27T21:20:50Z,2026-06-27T22:58:50Z,94,75,abandoned,smart_tv,SD,KR,0,trending
VEW000946,USR0079,MOV0160,2024-12-13T19:11:12Z,2024-12-13T20:03:12Z,38,36,abandoned,game_console,SD,KR,0,friend_share
VEW000947,USR0079,MOV0069,2024-10-30T09:47:24Z,2024-10-30T10:29:24Z,38,41,abandoned,game_console,HD,KR,0,home_recommendation
VEW000948,USR0079,MOV0034,2024-12-07T10:52:45Z,2024-12-07T11:36:45Z,34,34,abandoned,mobile,SD,KR,0,home_recommendation
VEW000949,USR0080,MOV0200,2026-02-08T08:58:20Z,2026-02-08T10:43:20Z,91,99,completed,web,SD,KR,0,friend_share
VEW000950,USR0080,MOV0052,2026-03-10T03:56:13Z,2026-03-10T06:34:13Z,156,97,completed,web,SD,KR,0,friend_share
VEW000951,USR0080,MOV0197,2026-01-03T14:44:25Z,2026-01-03T16:27:25Z,103,97,completed,web,4K,KR,0,search
VEW000952,USR0080,MOV0017,2024-05-05T01:06:56Z,2024-05-05T02:49:56Z,95,92,completed,web,HD,KR,0,trending
VEW000953,USR0080,MOV0098,2026-04-27T08:27:28Z,2026-04-27T09:05:28Z,28,26,abandoned,smart_tv,HD,KR,0,trending
VEW000954,USR0080,MOV0136,2024-07-12T22:19:06Z,2024-07-12T23:33:06Z,62,43,abandoned,game_console,HD,KR,0,home_recommendation
VEW000955,USR0080,MOV0077,2024-11-15T11:48:26Z,2024-11-15T12:19:26Z,25,26,abandoned,smart_tv,SD,KR,0,search
VEW000956,USR0080,MOV0150,2025-07-08T07:48:50Z,2025-07-08T08:28:50Z,31,25,abandoned,tablet,4K,KR,0,trending
VEW000957,USR0080,MOV0030,2025-06-04T16:05:33Z,2025-06-04T17:36:33Z,81,71,abandoned,tablet,FHD,KR,0,search
VEW000958,USR0080,MOV0085,2026-06-18T22:34:25Z,2026-06-18T23:55:25Z,78,62,abandoned,mobile,SD,KR,0,search
VEW000959,USR0080,MOV0185,2026-03-31T14:52:42Z,2026-03-31T16:55:42Z,113,73,abandoned,web,FHD,KR,0,trending
VEW000960,USR0080,MOV0157,2023-04-24T14:02:08Z,2023-04-24T14:38:08Z,23,30,abandoned,mobile,4K,KR,0,trending
VEW000961,USR0081,MOV0006,2025-10-25T04:54:30Z,2025-10-25T07:18:30Z,128,88,completed,web,SD,KR,0,search
VEW000962,USR0081,MOV0002,2026-03-04T20:35:23Z,2026-03-04T22:11:23Z,93,90,completed,smart_tv,FHD,KR,0,friend_share
VEW000963,USR0081,MOV0078,2026-03-21T23:04:49Z,2026-03-22T00:51:49Z,106,93,completed,mobile,FHD,KR,0,search
VEW000964,USR0081,MOV0190,2025-12-13T22:05:15Z,2025-12-14T00:48:15Z,147,92,completed,game_console,FHD,KR,0,home_recommendation
VEW000965,USR0081,MOV0116,2025-10-03T01:46:44Z,2025-10-03T02:47:44Z,58,51,abandoned,web,FHD,KR,0,friend_share
VEW000966,USR0081,MOV0183,2026-02-22T16:55:33Z,2026-02-22T18:38:33Z,94,85,completed,web,4K,KR,0,friend_share
VEW000967,USR0081,MOV0023,2026-06-24T02:26:55Z,2026-06-24T04:55:55Z,138,92,completed,web,4K,KR,0,trending
VEW000968,USR0081,MOV0133,2025-10-21T13:18:36Z,2025-10-21T15:07:36Z,92,64,abandoned,smart_tv,4K,KR,0,watchlist
VEW000969,USR0081,MOV0117,2025-10-09T11:23:21Z,2025-10-09T12:12:21Z,38,47,abandoned,mobile,SD,KR,0,friend_share
VEW000970,USR0081,MOV0003,2025-11-13T12:59:58Z,2025-11-13T13:27:58Z,20,18,abandoned,tablet,FHD,KR,0,friend_share
VEW000971,USR0081,MOV0040,2026-05-13T03:58:12Z,2026-05-13T05:12:12Z,66,60,abandoned,tablet,4K,KR,0,trending
VEW000972,USR0081,MOV0152,2025-12-23T10:49:24Z,2025-12-23T11:51:24Z,45,36,abandoned,smart_tv,SD,KR,0,home_recommendation
VEW000973,USR0082,MOV0152,2025-12-21T06:56:00Z,2025-12-21T09:12:00Z,125,100,completed,game_console,FHD,KR,0,home_recommendation
VEW000974,USR0082,MOV0093,2025-04-06T12:43:41Z,2025-04-06T14:39:41Z,107,94,completed,mobile,SD,KR,0,home_recommendation
VEW000975,USR0082,MOV0023,2026-06-01T09:48:26Z,2026-06-01T12:20:26Z,135,90,completed,smart_tv,HD,KR,0,watchlist
VEW000976,USR0082,MOV0048,2025-12-31T03:23:32Z,2025-12-31T04:37:32Z,68,88,completed,tablet,FHD,KR,0,friend_share
VEW000977,USR0082,MOV0146,2026-05-31T04:09:12Z,2026-05-31T06:23:12Z,120,83,abandoned,web,FHD,KR,0,watchlist
VEW000978,USR0082,MOV0161,2026-01-02T13:32:00Z,2026-01-02T15:40:00Z,124,82,abandoned,game_console,SD,KR,0,home_recommendation
VEW000979,USR0082,MOV0171,2025-10-20T05:21:44Z,2025-10-20T06:14:44Z,49,38,abandoned,web,SD,KR,0,watchlist
VEW000980,USR0082,MOV0177,2025-06-12T11:02:00Z,2025-06-12T11:40:00Z,31,43,abandoned,mobile,FHD,KR,0,watchlist
VEW000981,USR0082,MOV0200,2026-06-29T07:04:02Z,2026-06-29T08:03:02Z,48,52,abandoned,web,FHD,KR,0,search
VEW000982,USR0082,MOV0127,2026-06-10T20:54:05Z,2026-06-10T21:49:05Z,43,42,abandoned,web,4K,KR,0,home_recommendation
VEW000983,USR0082,MOV0026,2025-05-09T01:35:49Z,2025-05-09T03:04:49Z,82,88,completed,web,4K,KR,0,trending
VEW000984,USR0082,MOV0131,2025-04-17T16:51:28Z,2025-04-17T18:19:28Z,70,64,abandoned,tablet,HD,KR,0,search
VEW000985,USR0083,MOV0048,2024-04-27T13:13:42Z,2024-04-27T14:37:42Z,73,95,completed,game_console,SD,KR,0,trending
VEW000986,USR0083,MOV0118,2026-04-26T04:45:23Z,2026-04-26T06:18:23Z,91,88,completed,tablet,FHD,KR,0,search
VEW000987,USR0083,MOV0024,2024-06-05T01:22:55Z,2024-06-05T03:26:55Z,108,88,completed,web,HD,KR,0,home_recommendation
VEW000988,USR0083,MOV0111,2024-12-12T01:55:16Z,2024-12-12T03:33:16Z,92,91,completed,mobile,FHD,KR,0,friend_share
VEW000989,USR0083,MOV0012,2025-02-17T02:24:03Z,2025-02-17T03:20:03Z,42,31,abandoned,smart_tv,HD,KR,0,friend_share
