critic_review_id,critic_id,movie_id,score_100,letter_grade,review_title,review_text,reviewed_at,verdict,recommended
CRV00148,CRT012,MOV0092,89,A-,중력이 사라진 오후의 가족,재난의 물리 법칙과 정서적 균형을 놀랍게 일치시킨다.,2026-07-12T11:28:00Z,must_watch,true
CRV00149,CRT012,MOV0063,77,B,엄마의 비밀 계정과 딸의 시선,디지털 흔적 속 세대의 오해를 따뜻하게 풀어낸다.,2026-07-12T11:29:00Z,recommended,true
CRV00150,CRT012,MOV0155,74,B-,눈사람이 빌린 짧은 봄,소멸의 정서는 아름답지만 여정의 사건은 단순하다.,2026-07-12T11:30:00Z,recommended,false
CRV00151,CRT012,MOV0100,70,B-,오류 코드로 묶인 새로운 가족,디지털 은유는 재치 있지만 화해의 과정이 빠르다.,2026-07-12T11:31:00Z,recommended,false
CRV00152,CRT012,MOV0028,69,C+,검은 봉투의 정교한 경로와 단순한 욕망,형식과 인물의 밀도가 어긋난다.,2026-07-12T11:32:00Z,mixed,false
CRV00153,CRT012,MOV0172,58,C-,책이 도착해도 비어 있는 섬,독서 공동체의 가능성을 인물 소개에 그친다.,2026-07-12T11:33:00Z,mixed,false
CRV00154,CRT012,MOV0123,81,B+,거울 속 웃음의 시간차,반사와 표정의 미세한 오차가 효과적인 공포를 만든다.,2026-07-12T11:34:00Z,recommended,true
CRV00155,CRT012,MOV0098,90,A,열일곱 살이 된 인공지능,학습 오류와 사춘기를 겹친 가족 SF의 정서가 탁월하다.,2026-07-12T11:35:00Z,must_watch,true
CRV00156,CRT012,MOV0002,66,C+,을지로 기술자가 고친 별의 회로,골목의 질감은 매력적이나 판타지 규칙은 느슨하다.,2026-07-12T11:36:00Z,mixed,false
CRV00157,CRT013,MOV0008,81,B+,분실물센터가 보관한 달빛,도시의 잃어버린 마음을 밤의 환상으로 다정하게 돌려준다.,2026-07-13T11:37:00Z,recommended,true
CRV00158,CRT013,MOV0112,95,A+,산신령 민원 처리의 완벽한 박자,말장난과 행정 디테일이 설화적 상상력과 정확히 맞물린다.,2026-07-13T11:38:00Z,must_watch,true
CRV00159,CRT013,MOV0056,60,C,파도 시간을 묻는 느린 로맨스,바다의 리듬은 좋지만 관계의 변화가 충분하지 않다.,2026-07-13T11:39:00Z,mixed,false
CRV00160,CRT013,MOV0130,68,C+,마지막 관객이 남은 폐관 극장,공포와 향수의 결합은 좋지만 해답은 익숙하다.,2026-07-13T11:40:00Z,mixed,false
CRV00161,CRT013,MOV0116,82,B+,새벽 골목에서 주운 별 조각,환경미화원의 노동을 시적인 환상으로 존중한다.,2026-07-13T11:41:00Z,recommended,true
CRV00162,CRT013,MOV0167,84,B+,야간 교실에 남은 서로 다른 기억,교육 제도의 시간을 다층적인 증언으로 재구성한다.,2026-07-13T11:42:00Z,recommended,true
CRV00163,CRT013,MOV0129,88,A-,반지하 방에 밀려오는 파도,주거 불안을 소리와 수면의 이미지로 강렬하게 표현한다.,2026-07-13T11:43:00Z,must_watch,true
CRV00164,CRT013,MOV0053,84,B+,바람을 찍지 못한 사진가의 시선,보이지 않는 감정을 프레임 바깥의 움직임으로 포착한다.,2026-07-13T11:44:00Z,recommended,true
CRV00165,CRT013,MOV0037,92,A,엘리베이터 층수로 쌓은 새벽의 공포,밀폐 공간의 규칙과 단서를 흠잡기 어렵게 배치한다.,2026-07-13T11:45:00Z,must_watch,true
CRV00166,CRT013,MOV0142,76,B,구름이의 첫 배달과 작은 용기,아동의 실패와 회복을 사랑스러운 비행으로 그린다.,2026-07-13T11:46:00Z,recommended,true
CRV00167,CRT013,MOV0063,77,B,로그인 기록으로 마주한 엄마의 삶,가족 코미디의 웃음 뒤에 사생활의 경계를 묻는다.,2026-07-13T11:47:00Z,recommended,true
CRV00168,CRT013,MOV0092,82,B+,공중에 뜬 도시의 단단한 감정,무중력 시각 효과가 인물의 불안과 정확히 연결된다.,2026-07-13T11:48:00Z,recommended,true
CRV00169,CRT013,MOV0082,55,C-,기억 세탁소의 얼룩진 규칙,흥미로운 설정이 편의적인 기억 거래로 흔들린다.,2026-07-13T11:49:00Z,mixed,false
CRV00170,CRT014,MOV0005,84,B+,파란 우산이 이어 준 골목의 사람들,대여 장부를 통해 낯선 이웃의 관계를 섬세하게 엮는다.,2026-07-14T11:50:00Z,recommended,true
CRV00171,CRT014,MOV0029,97,A+,1602호의 부재로 완성한 공간 스릴러,아파트 구조와 집단 기억을 빈틈없이 결합한다.,2026-07-14T11:51:00Z,must_watch,true
CRV00172,CRT014,MOV0106,60,C,바람 창고에 쌓인 미완성 사연,사물의 매력에 비해 주인의 감정이 얕다.,2026-07-14T11:52:00Z,mixed,false
CRV00173,CRT014,MOV0073,91,A,결재선에서 사라진 대리님,업무 시스템을 추리 장치로 바꾼 한국형 오피스 미스터리의 성취다.,2026-07-14T11:53:00Z,must_watch,true
CRV00174,CRT014,MOV0074,76,B,식물이 평가한 인간의 생존력,채용 문화의 부조리를 짧고 정확한 농담으로 비튼다.,2026-07-14T11:54:00Z,recommended,true
CRV00175,CRT014,MOV0108,72,B-,종이배가 되찾은 집의 기억,따뜻한 환상은 좋지만 가족 갈등의 봉합이 쉽다.,2026-07-14T11:55:00Z,recommended,false
CRV00176,CRT014,MOV0042,57,C-,7.5센티미터에 갇힌 관계,거리의 은유를 반복 설명하며 감정의 생동감을 잃는다.,2026-07-14T11:56:00Z,mixed,false
CRV00177,CRT014,MOV0064,56,C-,세입자 선거의 소란스러운 개표,생활 정치보다 인물의 고성에 기대는 장면이 많다.,2026-07-14T11:57:00Z,mixed,false
CRV00178,CRT014,MOV0024,79,B,창문 없는 편의점의 야간 시선,밀폐된 매장과 감시 카메라를 영리한 스릴러 공간으로 쓴다.,2026-07-14T11:58:00Z,recommended,true
CRV00179,CRT014,MOV0137,84,B+,울리지 않는 초인종의 일상 공포,복도 소음과 기다림만으로 불안을 정교하게 증폭한다.,2026-07-14T11:59:00Z,recommended,true
CRV00180,CRT014,MOV0027,78,B,파도 아래 남은 마지막 녹음,수중 음향과 기억의 단서를 밀도 있게 겹친다.,2026-07-14T12:00:00Z,recommended,true
CRV00181,CRT014,MOV0018,78,B,냉장고 속 반찬이 기억한 계절,가족의 공백을 음식의 질감으로 차분히 채운다.,2026-07-14T12:01:00Z,recommended,true
CRV00182,CRT014,MOV0179,81,B+,콘크리트 사이 도시의 숨구멍,녹지와 노동의 문제를 구체적인 장소의 역사로 보여 준다.,2026-07-14T12:02:00Z,recommended,true
CRV00183,CRT015,MOV0142,80,B+,첫 배달을 마친 구름이의 성장,실패의 감정을 아동의 눈높이에 맞는 비행으로 풀어낸다.,2026-07-15T12:03:00Z,recommended,true
CRV00184,CRT015,MOV0010,95,A+,비 오는 날 수선된 것은 옷만이 아니다,바느질과 손님의 삶을 완벽한 생활 드라마로 엮는다.,2026-07-15T12:04:00Z,must_watch,true
CRV00185,CRT015,MOV0043,71,B-,비행운에 접어 둔 미완의 고백,하늘 이미지는 아름답지만 관계의 결말은 관습적이다.,2026-07-15T12:05:00Z,recommended,false
CRV00186,CRT015,MOV0155,73,B-,봄을 향한 눈사람의 짧은 용기,소멸의 메시지는 좋지만 사건의 반복이 있다.,2026-07-15T12:06:00Z,recommended,false
CRV00187,CRT015,MOV0045,61,C,라디오 종료 뒤 길어진 사연,복고 정서는 풍부하지만 관계의 진전이 더디다.,2026-07-15T12:07:00Z,mixed,false
CRV00188,CRT015,MOV0138,82,B+,기도 알림이 깨운 새벽의 불안,디지털 일상과 종교적 죄책감을 예민하게 연결한다.,2026-07-15T12:08:00Z,recommended,true
CRV00189,CRT015,MOV0080,89,A-,파업 로봇이 제시한 가족 협약,가사노동의 불균형을 웃음과 명료한 통찰로 드러낸다.,2026-07-15T12:09:00Z,must_watch,true
CRV00190,CRT015,MOV0066,70,B-,임시 반장의 골목 민주주의,주민 소동은 친근하지만 결말의 합의가 지나치게 매끈하다.,2026-07-15T12:10:00Z,recommended,false
CRV00191,CRT015,MOV0070,76,B,초보 사회자가 구한 결혼식,실수의 연쇄를 인물의 성장과 연결하는 코미디 리듬이 좋다.,2026-07-15T12:11:00Z,recommended,true
CRV00192,CRT015,MOV0065,53,D,사과 하나로 버틴 메뉴판,단일 농담을 반복하며 인물과 상황 모두를 소모한다.,2026-07-15T12:12:00Z,skip,false
CRV00193,CRT015,MOV0160,71,B-,투명 공룡이 지킨 아이의 방학,상상 친구의 정서는 좋지만 모험의 구조는 평범하다.,2026-07-15T12:13:00Z,recommended,false
CRV00194,CRT015,MOV0076,87,A-,고시원 주방이 차린 이주의 식탁,한 그릇의 음식으로 좁은 방들의 삶을 풍성하게 잇는다.,2026-07-15T12:14:00Z,must_watch,true
CRV00195,CRT015,MOV0074,70,B-,반려식물 면접의 유효한 농담,짧은 아이디어의 확장에는 한계가 있지만 캐릭터는 사랑스럽다.,2026-07-15T12:15:00Z,recommended,false
CRV00196,CRT016,MOV0038,92,A,봉인된 신고서의 완벽한 해제,경찰서의 절차와 야간 공간을 촘촘한 추리로 조직한다.,2026-07-16T12:16:00Z,must_watch,true
CRV00197,CRT016,MOV0187,92,A,불길의 경계를 넘는 현장 윤리,산불 진화의 선택을 스펙터클과 책임의 문제로 함께 다룬다.,2026-07-16T12:17:00Z,must_watch,true
CRV00198,CRT016,MOV0070,69,C+,결혼식 사회자의 불안한 마이크,소동의 박자는 좋지만 인물의 변화가 예상 가능하다.,2026-07-16T12:18:00Z,mixed,false
CRV00199,CRT016,MOV0100,72,B-,가족을 복구하는 오류 코드,기술 은유는 친근하지만 갈등을 지나치게 간단히 해결한다.,2026-07-16T12:19:00Z,recommended,false
CRV00200,CRT016,MOV0057,80,B+,빈자리 이후의 생활 기술,상실의 빈칸을 일상의 작은 행동으로 채우는 성숙한 드라마다.,2026-07-16T12:20:00Z,recommended,true
CRV00201,CRT016,MOV0115,58,C-,꿈길 안내소의 흐린 표지판,잠을 행정화한 발상에 비해 인물의 여정은 단순하다.,2026-07-16T12:21:00Z,mixed,false
CRV00202,CRT016,MOV0044,88,A-,겨울 바다와 퇴근 후의 진심,차가운 화면 안에서 감정의 온도를 섬세하게 높인다.,2026-07-16T12:22:00Z,must_watch,true
CRV00203,CRT016,MOV0106,58,C-,분실된 바람보다 잃어버린 서사,보관소의 물건들이 하나의 감정선으로 모이지 않는다.,2026-07-16T12:23:00Z,mixed,false
CRV00204,CRT016,MOV0073,82,B+,사내 시스템에 남은 실종의 흔적,업무 언어를 기민한 추리로 전환한다.,2026-07-16T12:24:00Z,recommended,true
CRV00205,CRT016,MOV0175,73,B-,새벽 상담의 조심스러운 기록,노동의 무게는 진실하지만 일부 사연은 계산적으로 배치된다.,2026-07-16T12:25:00Z,recommended,false
CRV00206,CRT016,MOV0130,74,B-,폐관 극장에 남은 마지막 숨,공포와 애도의 결합은 좋지만 정체의 공개가 평범하다.,2026-07-16T12:26:00Z,recommended,false
CRV00207,CRT016,MOV0168,75,B,폐어망에 걸린 바다의 증언,환경 문제를 현장의 구체적인 손과 노동으로 보여 준다.,2026-07-16T12:27:00Z,recommended,true
CRV00208,CRT016,MOV0118,67,C+,목소리를 모으다 놓친 침묵,소리의 미학은 좋지만 가족 서사의 봉합이 급하다.,2026-07-16T12:28:00Z,mixed,false
CRV00209,CRT017,MOV0083,88,A-,물이 사라진 한강의 새로운 지형,익숙한 서울을 재난 이후의 낯선 공간으로 완성한다.,2026-07-17T12:29:00Z,must_watch,true
CRV00210,CRT017,MOV0180,80,B+,내일도 문을 여는 사람들의 약속,폐업과 생존의 경계에 선 자영업자의 존엄을 차분히 기록한다.,2026-07-17T12:30:00Z,recommended,true
CRV00211,CRT017,MOV0125,82,B+,출석부가 부른 빈 교실의 이름,학원 공포의 익숙한 틀 안에서도 정서적 설득력을 확보한다.,2026-07-17T12:31:00Z,recommended,true
CRV00212,CRT017,MOV0030,53,D,신호등과 함께 사라진 논리,밤의 분위기를 편리한 우연들이 무너뜨린다.,2026-07-17T12:32:00Z,skip,false
CRV00213,CRT017,MOV0108,71,B-,종이배가 찾은 집의 얕은 물길,환상은 따뜻하지만 갈등의 해법이 지나치게 쉽다.,2026-07-17T12:33:00Z,recommended,false
CRV00214,CRT017,MOV0134,65,C+,냉동창고 13번 문의 반복 냉기,공간의 압박은 좋지만 인물의 행동이 장르 관습에 갇힌다.,2026-07-17T12:34:00Z,mixed,false
CRV00215,CRT017,MOV0042,73,B-,7.5센티미터의 정교한 거리,물리적 간격을 감정의 주저함으로 번역한 장면들이 유효하다.,2026-07-17T12:35:00Z,recommended,false
CRV00216,CRT017,MOV0127,79,B,밤마다 줄어드는 산책로의 지도,공간의 변형을 불안의 리듬으로 설계한 공포다.,2026-07-17T12:36:00Z,recommended,true
CRV00217,CRT017,MOV0017,73,B-,정류장 의자가 기억한 사람들,동네의 사계절을 한 사물의 시선으로 담백하게 엮는다.,2026-07-17T12:37:00Z,recommended,false
CRV00218,CRT017,MOV0113,60,C,걷는 물고기의 산만한 야행,강렬한 이미지들이 하나의 이야기로 충분히 수렴하지 않는다.,2026-07-17T12:38:00Z,mixed,false
CRV00219,CRT017,MOV0190,69,C+,눈보라를 뚫는 구조의 공식,현장 묘사는 좋지만 인물 관계는 익숙하다.,2026-07-17T12:39:00Z,mixed,false
CRV00220,CRT017,MOV0079,93,A,동네방송이 만든 가장 정확한 속보,지역 공동체의 웃음과 위기를 탁월한 리듬으로 묶는다.,2026-07-17T12:40:00Z,must_watch,true
CRV00221,CRT017,MOV0049,73,B-,말 사이에 머문 봄밤,번역의 지연을 감정의 시간으로 바꾼 섬세함이 좋다.,2026-07-17T12:41:00Z,recommended,false
CRV00222,CRT018,MOV0084,83,B+,감정 대여 약관의 도시 윤리,상품과 진심 사이를 오가는 손님들의 사연이 풍부하다.,2026-07-18T12:42:00Z,recommended,true
CRV00223,CRT018,MOV0009,81,B+,유리창을 건넌 목소리의 거리,보이지 않는 관계를 소리만으로 설득력 있게 쌓는다.,2026-07-18T12:43:00Z,recommended,true
CRV00224,CRT018,MOV0037,94,A,층수와 시간으로 잠근 새벽의 밀실,장르적 규칙을 끝까지 정확하게 지킨다.,2026-07-18T12:44:00Z,must_watch,true
CRV00225,CRT018,MOV0097,95,A+,전파가 끊겨 비로소 연결된 아파트,재난과 공동체의 작동을 가장 현실적인 SF로 그린다.,2026-07-18T12:45:00Z,must_watch,true
CRV00226,CRT018,MOV0049,80,B+,번역되지 않은 표정의 봄밤,언어보다 침묵이 많은 것을 전달하는 로맨스다.,2026-07-18T12:46:00Z,recommended,true
CRV00227,CRT018,MOV0036,82,B+,반납 기한 뒤에 남은 사람,도서관 기록과 인간의 죄책감을 영리하게 연결한다.,2026-07-18T12:47:00Z,recommended,true
CRV00228,CRT018,MOV0117,74,B-,달팽이 호텔의 느린 체크인,세계의 촉감은 좋지만 이야기의 추진력도 지나치게 낮다.,2026-07-18T12:48:00Z,recommended,false
CRV00229,CRT018,MOV0039,53,D,마지막 표를 끊지 못한 검표원,죄책감의 독백이 사건과 인물을 모두 정체시킨다.,2026-07-18T12:49:00Z,skip,false
CRV00230,CRT018,MOV0121,61,C,0호실을 향한 반복 보행,복도의 변주가 충분하지 않아 공포의 밀도가 떨어진다.,2026-07-18T12:50:00Z,mixed,false
CRV00231,CRT018,MOV0143,61,C,종이컵 우주의 얇은 대기,재료의 상상력에 비해 인물과 사건이 가볍다.,2026-07-18T12:51:00Z,mixed,false
CRV00232,CRT018,MOV0155,77,B,눈사람이 만난 봄의 유효기간,소멸과 성장의 감정을 어린 관객에게 정직하게 건넨다.,2026-07-18T12:52:00Z,recommended,true
CRV00233,CRT018,MOV0107,71,B-,밤을 파는 편의점의 진열대,도시 판타지의 분위기는 좋지만 손님 사연의 편차가 크다.,2026-07-18T12:53:00Z,recommended,false
CRV00234,CRT018,MOV0181,79,B,철의 강을 건너는 산업의 몸,육중한 액션과 노동의 질감을 힘 있게 담는다.,2026-07-18T12:54:00Z,recommended,true
CRV00235,CRT019,MOV0093,70,B-,알고리즘을 떠나보내는 장례 절차,기술 풍자의 방향은 명료하지만 인물의 체온은 낮다.,2026-07-19T12:55:00Z,recommended,false
CRV00236,CRT019,MOV0021,62,C,열세 번째 택배함의 예측 가능한 주인,공동주택의 불안에 비해 반전이 작다.,2026-07-19T12:56:00Z,mixed,false
CRV00237,CRT019,MOV0194,90,A,항공로 27을 지킨 한 번의 판단,교신과 계기만으로 웅장한 항공 액션을 만든다.,2026-07-19T12:57:00Z,must_watch,true
CRV00238,CRT019,MOV0084,78,B,24시간 감정 대여의 가격,도시인의 외로움을 재치 있는 상품 목록으로 보여 준다.,2026-07-19T12:58:00Z,recommended,true
CRV00239,CRT019,MOV0126,54,D,흰 운동화에 과적된 눈물,장례의 복잡한 감정을 계산된 반전으로 축소한다.,2026-07-19T12:59:00Z,skip,false
CRV00240,CRT019,MOV0068,84,B+,아버지의 늦은 데뷔가 남긴 박수,세대와 꿈을 경쾌한 아이돌 훈련기로 풀어낸다.,2026-07-19T13:00:00Z,recommended,true
CRV00241,CRT019,MOV0095,71,B-,계속 갱신되는 얼굴의 불안,기술적 공포는 선명하지만 가족 서사의 해결은 쉽다.,2026-07-19T13:01:00Z,recommended,false
CRV00242,CRT019,MOV0165,62,C,수선되지 못한 도시 기록,좋은 사례들이 구조적 질문 없이 병렬된다.,2026-07-19T13:02:00Z,mixed,false
CRV00243,CRT019,MOV0027,75,B,파도 아래 건진 17번 트랙,소리의 단서를 해양 공간과 효과적으로 결합한다.,2026-07-19T13:03:00Z,recommended,true
CRV00244,CRT019,MOV0064,72,B-,세입자 선거가 비춘 골목의 이해관계,생활 정치의 디테일은 좋지만 소동이 길다.,2026-07-19T13:04:00Z,recommended,false
CRV00245,CRT019,MOV0018,69,C+,오래된 냉장고의 정직한 온기,음식의 기억은 좋으나 몇몇 사연이 익숙한 눈물에 기대고 있다.,2026-07-19T13:05:00Z,mixed,false
CRV00246,CRT019,MOV0148,83,B+,지하철을 헤엄치는 도시의 고래,회색 통근 공간을 위로의 바다로 바꾼다.,2026-07-19T13:06:00Z,recommended,true
CRV00247,CRT019,MOV0152,69,C+,짝을 잃은 양말의 다정한 여행,캐릭터는 사랑스럽지만 모험의 패턴이 단순하다.,2026-07-19T13:07:00Z,mixed,false
CRV00248,CRT020,MOV0084,93,A,감정을 사고파는 서울의 심야,각 에피소드가 도시인의 고독을 다르게 굴절하는 수작이다.,2026-07-20T13:08:00Z,must_watch,true
CRV00249,CRT020,MOV0165,66,C+,도시의 상처를 꿰매는 사람들,의미 있는 기록이지만 편집의 연결이 다소 평면적이다.,2026-07-20T13:09:00Z,mixed,false
CRV00250,CRT020,MOV0011,69,C+,옥상에 심은 겨울의 작은 초록,도시 농업의 정서는 좋지만 갈등의 해결이 무난하다.,2026-07-20T13:10:00Z,mixed,false
CRV00251,CRT020,MOV0052,74,B-,2007년 선곡표에 남은 청춘,복고의 감각은 정확하지만 서사는 익숙하다.,2026-07-20T13:11:00Z,recommended,false
CRV00252,CRT020,MOV0116,82,B+,새벽 청소차 뒤에 남은 별빛,노동의 고단함과 환상을 과장 없이 잇는다.,2026-07-20T13:12:00Z,recommended,true
CRV00253,CRT020,MOV0142,65,C+,첫 배달의 느린 비행,구름 캐릭터는 매력적이나 교훈이 다소 직접적이다.,2026-07-20T13:13:00Z,mixed,false
CRV00254,CRT020,MOV0041,71,B-,네 시의 첫사랑이 지키는 익숙한 약속,정서는 고우나 장르의 안전한 길을 따른다.,2026-07-20T13:14:00Z,recommended,false
CRV00255,CRT020,MOV0030,61,C,사라진 신호등이 남긴 어둠,시각적 발상에 비해 미스터리의 밀도는 낮다.,2026-07-20T13:15:00Z,mixed,false
CRV00256,CRT020,MOV0016,61,C,사진관의 마지막 손님과 오래된 공식,공간의 질감은 좋지만 가족사진의 비밀이 뻔하다.,2026-07-20T13:16:00Z,mixed,false
CRV00257,CRT020,MOV0143,59,C-,종이컵 행성의 짧은 탐사,친환경 메시지가 인물의 모험보다 앞선다.,2026-07-20T13:17:00Z,mixed,false
CRV00258,CRT020,MOV0187,93,A,산불선 위에서 내린 정확한 선택,재난 액션과 현장 윤리를 높은 밀도로 완성한다.,2026-07-20T13:18:00Z,must_watch,true
CRV00259,CRT020,MOV0190,63,C,백두대간 구조 공식의 반복,전문 장비와 풍경은 좋지만 인물이 얕다.,2026-07-20T13:19:00Z,mixed,false
CRV00260,CRT020,MOV0103,71,B-,도시 철도 위의 초록 판타지,이동의 상상력은 좋으나 결말은 순하다.,2026-07-20T13:20:00Z,recommended,false
CRV00261,CRT021,MOV0002,81,B+,을지로 공구함에서 고친 별,기술 장인의 손과 도시 판타지가 아름답게 맞물린다.,2026-07-21T13:21:00Z,recommended,true
CRV00262,CRT021,MOV0113,63,C,걷는 물고기의 과도한 야경,인상적인 이미지가 서사의 중심을 만들지는 못한다.,2026-07-21T13:22:00Z,mixed,false
CRV00263,CRT021,MOV0099,78,B,별빛 우체국의 마지막 영업일,사라지는 서비스와 관계의 기억을 따뜻하게 담는다.,2026-07-21T13:23:00Z,recommended,true
CRV00264,CRT021,MOV0077,75,B,정시 퇴근을 위한 팀의 협상,한국 직장 문화의 모순을 유쾌하고 구체적으로 짚는다.,2026-07-21T13:24:00Z,recommended,true
CRV00265,CRT021,MOV0168,60,C,파도와 폐어망의 평면적 연결,환경 의제는 중요하지만 영화적 질문이 부족하다.,2026-07-21T13:25:00Z,mixed,false
CRV00266,CRT021,MOV0110,56,C-,여우비 우체국의 비슷한 편지들,아름다운 세계가 반복되는 사연에 갇힌다.,2026-07-21T13:26:00Z,mixed,false
CRV00267,CRT021,MOV0073,74,B-,사라진 대리님을 찾는 결재선,오피스 추리는 재치 있지만 범인의 동기가 약하다.,2026-07-21T13:27:00Z,recommended,false
CRV00268,CRT021,MOV0112,83,B+,산신령이 제출한 민원 서류,전통 설화와 공공 행정을 능숙하게 섞는다.,2026-07-21T13:28:00Z,recommended,true
CRV00269,CRT021,MOV0158,78,B,로봇 강아지가 배운 꼬리의 언어,기계의 성장과 아이의 우정을 따뜻하게 그린다.,2026-07-21T13:29:00Z,recommended,true
CRV00270,CRT021,MOV0016,65,C+,마지막 사진에 남은 익숙한 비밀,필름의 촉감은 좋지만 반전은 안전하다.,2026-07-21T13:30:00Z,mixed,false
CRV00271,CRT021,MOV0022,76,B,지하 4층에 내리는 비의 규칙,건물 내부의 기후를 기묘한 미스터리로 설계한다.,2026-07-21T13:31:00Z,recommended,true
CRV00272,CRT021,MOV0076,72,B-,고시원 부엌의 느린 저녁,음식과 이웃의 온기는 좋으나 갈등의 결말이 쉽다.,2026-07-21T13:32:00Z,recommended,false
CRV00273,CRT022,MOV0111,73,B-,그림자에게 이름을 주는 책임,호명의 윤리를 판타지로 묻지만 세계 규칙은 다소 흐리다.,2026-07-22T13:33:00Z,recommended,false
CRV00274,CRT022,MOV0196,91,A,왕국의 경계를 다시 그린 손,지도와 권력의 관계를 장대한 사극 액션으로 완성한다.,2026-07-22T13:34:00Z,must_watch,true
CRV00275,CRT022,MOV0131,84,B+,현관문 밖에 반복되는 어제,가장 익숙한 집의 경계를 시간 공포로 바꾸는 솜씨가 좋다.,2026-07-22T13:35:00Z,recommended,true
CRV00276,CRT022,MOV0050,58,C-,여섯 시 온실의 멈춘 감정,미장센은 좋지만 기다림의 의미가 충분히 쌓이지 않는다.,2026-07-22T13:36:00Z,mixed,false
CRV00277,CRT022,MOV0081,68,C+,서울 위 두 번째 달의 그림자,도시 SF의 이미지는 강렬하지만 인물의 삶은 얕다.,2026-07-22T13:37:00Z,mixed,false
CRV00278,CRT022,MOV0015,86,A-,겨울 귤이 익는 가족의 시간,제주의 계절과 세대의 화해를 절제된 온도로 담는다.,2026-07-22T13:38:00Z,must_watch,true
CRV00279,CRT022,MOV0023,76,B,17초 음성에 숨은 긴 밤,잡음 복원 과정을 실제적인 장르 쾌감으로 만든다.,2026-07-22T13:39:00Z,recommended,true
CRV00280,CRT022,MOV0079,88,A-,긴급편성으로 되살아난 동네,주민 방송의 아마추어성을 가장 큰 매력으로 활용한다.,2026-07-22T13:40:00Z,must_watch,true
CRV00281,CRT022,MOV0047,56,C-,한강에 머문 보내지 못한 말,장소의 정서가 전형적인 오해를 구하지 못한다.,2026-07-22T13:41:00Z,mixed,false
CRV00282,CRT022,MOV0200,82,B+,방패연이 가른 전장의 바람,한국 전통 기술을 역동적인 액션 문법으로 변환한다.,2026-07-22T13:42:00Z,recommended,true
CRV00283,CRT022,MOV0106,48,D,바람 보관소의 빈 목록,세계 설명이 인물과 사건을 완전히 밀어낸다.,2026-07-22T13:43:00Z,skip,false
CRV00284,CRT022,MOV0138,88,A-,기도 알림이 울린 가장 사적인 새벽,디지털 침입과 죄책감을 정교한 생활 공포로 빚는다.,2026-07-22T13:44:00Z,must_watch,true
CRV00285,CRT023,MOV0061,74,B-,부장님의 잠입이 비춘 회사의 민낯,가볍게 웃기지만 조직 문제의 해결은 낙관적이다.,2026-07-23T13:45:00Z,recommended,false
CRV00286,CRT023,MOV0174,82,B+,백 년 씨앗을 지키는 손들의 계보,보존 노동과 기후의 시간을 감동적으로 기록한다.,2026-07-23T13:46:00Z,recommended,true
CRV00287,CRT023,MOV0171,63,C,교대 사이의 피로를 기록하다,현장성은 높지만 재연과 인터뷰의 균형이 고르지 않다.,2026-07-23T13:47:00Z,mixed,false
CRV00288,CRT023,MOV0047,70,B-,한강에 띄우지 못한 고백,정서적 풍경은 풍부하지만 인물의 선택은 익숙하다.,2026-07-23T13:48:00Z,recommended,false
CRV00289,CRT023,MOV0055,72,B-,첫눈을 기다리는 두 사람의 시간표,계절의 감성은 좋지만 공식적인 로맨스다.,2026-07-23T13:49:00Z,recommended,false
CRV00290,CRT023,MOV0194,78,B,27번 항로 위 정확한 목소리,관제 교신을 중심으로 한 긴장이 안정적이다.,2026-07-23T13:50:00Z,recommended,true
CRV00291,CRT023,MOV0177,52,D,열두 사람에게 너무 작은 무대,인물의 수가 관찰의 깊이를 압도한다.,2026-07-23T13:51:00Z,skip,false
CRV00292,CRT023,MOV0139,54,D,종이문 뒤의 낡은 귀신,미술의 섬세함과 서사의 진부함이 크게 엇갈린다.,2026-07-23T13:52:00Z,skip,false
CRV00293,CRT023,MOV0083,80,B+,0미터 한강이 드러낸 서울의 뼈대,재난이 도시 구조와 계급을 선명하게 노출한다.,2026-07-23T13:53:00Z,recommended,true
CRV00294,CRT023,MOV0187,92,A,산불선 너머에도 남는 책임,현장 액션과 공동체의 윤리를 흔들림 없이 밀고 간다.,2026-07-23T13:54:00Z,must_watch,true
CRV00295,CRT023,MOV0077,73,B-,정시 퇴근을 위한 작은 연대,공감은 크지만 결말이 다소 이상적으로 봉합된다.,2026-07-23T13:55:00Z,recommended,false
CRV00296,CRT023,MOV0057,65,C+,빈자리 앞에서 오래 멈춘 카메라,절제는 좋지만 후반의 감정 반복이 길다.,2026-07-23T13:56:00Z,mixed,false
CRV00297,CRT024,MOV0129,85,A-,반지하에 들이친 보이지 않는 파도,주거 불안을 소리로 물질화한 연출이 강렬하다.,2026-07-24T13:57:00Z,must_watch,true
CRV00298,CRT024,MOV0067,78,B,퇴근 후 장부로 푸는 동네 사건,생활 밀착 단서를 쓰는 추리가 경쾌하다.,2026-07-24T13:58:00Z,recommended,true
CRV00299,CRT024,MOV0158,84,B+,진짜 꼬리를 배운 로봇의 마음,기계의 몸짓을 감정의 성장으로 설득력 있게 바꾼다.,2026-07-24T13:59:00Z,recommended,true
CRV00300,CRT024,MOV0109,71,B-,시간 빵의 따뜻한 향과 흐린 규칙,정서는 좋지만 세계의 논리는 약하다.,2026-07-24T14:00:00Z,recommended,false
