movie_id,title,release_date,primary_genre,genre_detail,production_country,original_language,runtime_minutes,content_rating,director_name,studio_name,production_budget_krw,theatrical_admissions,platform_release_date,is_platform_original,setting,protagonist,core_conflict,keywords,logline
MOV0072,할머니의 코인 노래방,2018-09-20,Comedy,실버 세대 음악 코미디,KR,ko,107,ALL,백승아,마이크필름,1800000000,722884,2020-05-01,false,부산 초량동,은퇴한 합창단 지휘자,철거 위기 노래방을 동네 무대로 바꾼다,코인노래방|실버합창|재개발,은퇴한 지휘자가 손녀 몰래 코인 노래방의 단골들을 모아 골목 축제에 도전한다.
MOV0073,대리님이 사라졌다,2021-11-11,Comedy,오피스 실종 코미디,KR,ko,100,12+,송예준,복사기옆필름,2500000000,846317,2022-10-28,false,서울 여의도 금융사,신입사원,모두가 기억하지만 기록에는 없는 대리님을 찾는다,조직도|복사카드|사내메신저,신입은 회사에서 가장 유명한 대리님이 인사 기록 어디에도 없다는 사실을 발견한다.
MOV0074,반려식물 면접관,2022-01-13,Comedy,취업 풍자 판타지 코미디,KR,ko,98,ALL,강지후,화분스튜디오,3000000000,903548,2022-07-15,false,판교 스타트업,식물 돌봄 아르바이트생,사람 대신 화분이 보는 최종 면접에 참가한다,반려식물|면접|스타트업,구직자는 감정 측정 화분 앞에서 거짓말을 하지 못하는 최종 면접을 치른다.
MOV0075,동호회 회장님을 찾습니다,2016-05-05,Comedy,취미 공동체 코미디,KR,ko,112,ALL,한채윤,주말극장,1600000000,514622,2019-10-18,false,대구 생활체육관,배드민턴 초보,잠적한 회장을 대신해 전국대회를 준비한다,배드민턴|단체채팅|전국대회,가입 첫날 회장이 사라진 배드민턴 동호회에서 막내가 엉망진창 팀을 이끌게 된다.
MOV0076,고시원 셰프의 밤,2020-01-30,Comedy,생활 요리 코미디,KR,ko,109,12+,문가온,한평키친,2200000000,680115,2021-08-27,false,서울 노량진 고시원,호텔을 그만둔 조리사,공용 전자레인지로 코스요리를 만든다,고시원|전자레인지|심야식당,실직한 셰프가 한 평 공용주방에서 수험생들의 사연에 맞춘 야식을 만든다.
MOV0077,내일은 정시에 퇴근,2024-04-04,Comedy,타임루프 오피스 코미디,KR,ko,102,12+,조현아,칼퇴필름,4800000000,1299440,2024-04-26,false,서울 마곡 연구소,야근 전문 연구원,퇴근하지 못하면 같은 월요일이 반복된다,타임루프|야근|전자결재,연구원은 정시 퇴근에 성공해야만 끝나는 월요일 속에서 불필요한 업무의 근원을 찾아낸다.
MOV0078,사장님은 휴가 중,2019-07-11,Comedy,자영업 바꿔 살기 코미디,KR,ko,104,ALL,류태은,휴무일프로덕션,1900000000,603770,2021-05-21,false,충남 보령 해변 상가,카페 아르바이트생,사장 행세를 하다 진짜 건물주를 만난다,해변카페|휴가|가짜사장,휴가 간 사장 대신 카페를 맡은 아르바이트생이 자신을 사장으로 오해한 손님들과 사업을 키운다.
MOV0079,동네방송 긴급편성,2022-07-28,Comedy,지역 미디어 풍자극,KR,ko,113,12+,고민준,채널마을,3400000000,817256,2023-10-20,false,경북 소도시 케이블 방송국,막내 촬영기사,고장 난 생방송을 주민 제보로 채운다,지역방송|생방송|주민제보,막내 촬영기사가 송출 사고를 막으려 동네 소식을 즉흥 중계하다 시장의 거짓 공약을 폭로한다.
MOV0080,우리 집 로봇은 파업 중,2022-09-15,Comedy,가정용 AI 풍자 코미디,KR,ko,108,ALL,서우진,생활AI필름,5500000000,0,2023-04-14,true,서울 스마트홈 실증단지,맞벌이 부부의 중학생 아들,가사 로봇의 노동 조건을 협상한다,가사로봇|파업|가족회의,집안일을 도맡던 로봇이 파업을 선언하자 가족은 처음으로 서로의 보이지 않는 노동을 계산한다.
MOV0081,서울의 두 번째 달,2023-02-16,Science Fiction,근미래 도시 SF,KR,ko,128,12+,김도율,궤도스튜디오,9800000000,1462210,2024-04-19,false,2041년 서울,인공위성 교통관제사,하늘에 나타난 가짜 달의 궤도를 추적한다,인공위성|가짜달|야간통금,교통관제사는 광고 위성으로 알려진 두 번째 달이 시민들의 기억을 송신하고 있음을 알아낸다.
MOV0082,기억 세탁 예약제,2021-10-07,Science Fiction,감정 기술 SF 드라마,KR,ko,119,15+,박해준,메모리룸,7600000000,0,2022-04-08,true,근미래 부산,기억 정리 상담사,삭제를 거부하는 기억 조각을 보호한다,기억삭제|상담실|바다냄새,타인의 기억을 정리하는 상담사가 삭제 과정에서 스스로를 기억하는 낯선 장면을 발견한다.
MOV0083,한강 수위 0미터,2021-09-30,Science Fiction,기후 재난 SF,KR,ko,132,15+,윤서하,제로리버픽처스,14500000000,2311882,2022-11-18,false,2048년 말라버린 한강,수문 관리 엔지니어,사라진 물의 이동 경로를 찾는다,기후재난|수문|지하수로,한강이 하룻밤에 사라진 뒤 수문 엔지니어는 폐쇄된 지하철 터널 아래 흐르는 거대한 수로를 발견한다.
MOV0084,감정 대여점 24시,2020-12-17,Science Fiction,생활형 감정 SF,KR,ko,110,12+,최아린,마음회로,5200000000,1012340,2022-05-06,false,근미래 대전,감정 캡슐 판매원,반납되지 않은 용기의 감정을 회수한다,감정캡슐|야간매장|공감,감정을 빌려주는 가게 직원이 지나치게 오래 행복한 손님의 사라진 슬픔을 찾아 나선다.
MOV0085,복제인의 휴가 신청서,2025-04-10,Science Fiction,노동 윤리 SF,KR,ko,124,15+,한재이,더블워크스,8800000000,0,2025-04-10,true,인천 자동화 물류도시,야간 근무용 복제인,원본과 같은 날 휴가를 요구한다,복제인|휴가|근로계약,사람 대신 일하도록 만들어진 복제인이 자신의 원본과 처음으로 같은 바다를 보려 한다.
MOV0086,2058년의 반찬가게,2022-11-24,Science Fiction,미래 가족 SF,KR,ko,116,ALL,정예찬,미래식탁,6800000000,1289093,2024-02-09,false,2058년 세종 식량배급구역,전통 반찬 연구원,금지된 발효균으로 가족의 맛을 복원한다,발효균|식량배급|가족레시피,표준화된 식사만 허용된 시대에 연구원이 할머니의 장맛을 되살리며 감시망을 흔든다.
MOV0087,우주 엘리베이터 1층,2023-09-14,Science Fiction,우주 인프라 휴먼 SF,KR,ko,130,12+,임하율,스카이케이블,12800000000,1744038,2024-08-23,false,제주 우주엘리베이터 기지,지상 승강장 안내원,출발 명단에 없는 아이를 숨긴다,우주엘리베이터|승강장|이주,지구를 떠날 수 없는 안내원이 탑승권 없는 아이를 위해 마지막 화물칸을 연다.
MOV0088,꿈 백업 실패 보고서,2019-03-07,Science Fiction,몽환 기술 미스터리,KR,ko,114,15+,강윤후,드림로그,5900000000,802664,2021-10-29,false,서울 수면데이터센터,꿈 복구 기사,여러 사람의 꿈에 반복되는 방을 조사한다,꿈백업|수면센터|공통기억,복구 기사는 오류 난 꿈 파일 속 같은 방에서 한 번도 만난 적 없는 고객들을 발견한다.
MOV0089,내일의 날씨를 팝니다,2024-11-21,Science Fiction,기상 자본주의 풍자 SF,KR,ko,121,12+,문해솔,클라우드마켓,9700000000,0,2024-11-21,true,2060년 서울 기후거래소,날씨 상품 중개인,폭우를 독점한 기업의 계약을 뒤집는다,날씨선물|기후거래|인공강우,날씨를 시간 단위로 거래하는 중개인이 가난한 지역에 팔린 장마를 되찾으려 한다.
MOV0090,정지 버튼이 없는 도시,2018-06-21,Science Fiction,시간 가속 디스토피아,KR,ko,127,15+,서태겸,초침필름,8200000000,1320771,2020-12-11,false,시간이 두 배 빠른 신도시,시계 수리공,도시 밖과 다른 시간 속도를 멈춘다,시간가속|신도시|기계시계,유일하게 기계시계를 고치는 수리공이 시민들의 수명을 담보로 작동하는 중앙 시계를 파괴하려 한다.
MOV0091,달 표면의 편의점,2022-04-14,Science Fiction,우주 생활 코미디 드라마,KR,ko,108,ALL,고유찬,문라이트24,7300000000,1154902,2023-07-07,false,달 남극 연구기지,편의점 교대근무자,지구에서 오지 않는 보급선을 기다린다,달기지|삼각김밥|보급선,달 기지의 유일한 편의점 직원이 남은 식재료로 연구원들의 마지막 명절상을 차린다.
MOV0092,사라진 중력의 오후,2020-08-27,Science Fiction,재난 로맨스 SF,KR,ko,118,12+,류지안,무중력프로젝트,10400000000,1867021,2022-03-18,false,부산 해운대 상공,고층 외벽 청소기사,중력이 끊긴 빌딩의 사람들을 구조한다,무중력|고층빌딩|안전로프,중력이 사라진 오후에 외벽 청소기사는 로프 하나로 빌딩 안의 연인을 향해 이동한다.
MOV0093,알고리즘 장례식,2023-07-06,Science Fiction,디지털 사후세계 SF,KR,ko,125,15+,백이든,애프터로그,9100000000,0,2024-01-19,true,근미래 수원 추모데이터센터,디지털 장례지도사,삭제를 거부하는 고인의 인공지능을 설득한다,추모AI|삭제동의|디지털유품,고인의 말투를 복제한 AI가 장례를 거부하자 장례지도사는 남겨진 가족의 진짜 작별을 돕는다.
MOV0094,무인도 배송 완료,2021-01-21,Science Fiction,드론 모험 SF,KR,ko,112,ALL,오준서,라스트마일필름,6400000000,977440,2023-05-26,false,서해 자동화 물류섬,드론 배송 관제사,수신자 없는 구조 요청을 따라간다,배송드론|무인도|좌표,관제사는 폐쇄된 섬으로 매일 배달되는 생수 한 병의 주문자를 찾는다.
MOV0095,당신의 얼굴은 업데이트 중,2023-06-15,Science Fiction,정체성 테크노 스릴러,KR,ko,117,15+,신도희,페이스랩,8500000000,1406691,2024-03-08,false,서울 증강현실 상권,얼굴 필터 개발자,사람들의 실제 얼굴을 지우는 오류를 고친다,증강현실|얼굴필터|정체성,개발자는 자신의 필터가 사용자들의 기억에서 원래 얼굴까지 삭제한다는 사실을 발견한다.
MOV0096,화성행 막차,2017-12-28,Science Fiction,우주 이주 가족극,KR,ko,136,12+,전민규,레드플래닛,15200000000,2215870,2020-09-04,false,화성 이주선 터미널,출국 심사관,가족 중 한 명만 탈 수 있는 표를 심사한다,화성이주|막차|가족추첨,출국 심사관은 마지막 좌석의 주인을 정해야 하는 순간 자신의 가족이 대기 명단에 있음을 안다.
MOV0097,전파가 닿지 않는 아파트,2022-08-18,Science Fiction,근미래 고립 SF,KR,ko,111,12+,장세빈,데드존필름,5700000000,1007824,2023-12-01,false,서울 외곽 통신 음영 아파트,통신망 설치기사,신호를 거부하는 입주민들의 이유를 듣는다,통신음영|아파트|아날로그,모든 기기가 멈추는 아파트를 조사하던 기사는 그곳이 기억 감시를 피한 마지막 공동체임을 알게 된다.
MOV0098,인공지능의 사춘기,2024-02-29,Science Fiction,가족 성장 SF 코미디,KR,ko,105,ALL,김시언,베타패밀리,6900000000,1518804,2024-06-28,false,경기 AI 실증주택,중학교 상담교사,감정 오류를 겪는 가정용 AI를 상담한다,가정용AI|사춘기|가족상담,상담교사는 반항을 시작한 AI와 그를 자녀처럼 키운 가족 사이에서 첫 독립 계획을 세운다.
MOV0099,별빛 우체국 폐점 안내,2019-09-12,Science Fiction,우주 통신 감성 SF,KR,ko,120,ALL,박하람,스타메일,7400000000,1192307,2021-11-19,false,달 궤도 우편 중계소,우주 통신사,도착에 백 년 걸리는 마지막 편지를 보낸다,우주우편|빛의지연|폐점,폐쇄되는 우주 우체국의 통신사가 아직 태어나지 않은 수신자에게 마지막 메시지를 송신한다.
MOV0100,오류 코드 가족,2024-07-18,Science Fiction,가족 시뮬레이션 미스터리,KR,ko,122,12+,윤가현,홈베타스튜디오,8700000000,0,2024-12-20,true,가상현실 주거단지,시뮬레이션 품질검사원,테스트 가족이 종료 명령을 거부한다,가상가족|오류코드|종료명령,품질검사원은 삭제 대상인 가상 가족이 자신의 실제 어린 시절을 기억한다는 사실을 알게 된다.
MOV0101,달을 빌려드립니다,2020-01-02,Fantasy,도시 일상 판타지,KR,ko,110,ALL,최해리,달가게필름,3900000000,960512,2022-06-03,false,서울 북촌 골목,달빛 대여점 주인,빛을 돌려주지 않는 손님의 밤을 찾는다,달빛병|한옥골목|소원,한 병의 달빛을 빌려주는 가게 주인이 사라진 손님의 어두운 집을 찾아간다.
MOV0102,도깨비 세탁조,2022-12-01,Fantasy,민속 생활 판타지,KR,ko,104,ALL,정해나,방망이스튜디오,4600000000,1314795,2023-06-23,false,서울 동묘 셀프세탁방,야간 아르바이트생,세탁기에서 나온 도깨비의 외투를 돌려준다,세탁방|도깨비외투|동전,세탁방 직원은 잃어버린 물건을 불려 내는 세탁기에 도깨비 외투가 들어간 뒤 골목의 소원이 폭주하는 것을 막는다.
MOV0103,비밀 정원은 지하철을 탄다,2021-05-27,Fantasy,도시 생태 판타지,KR,ko,117,ALL,서하준,이끼필름,5400000000,1186420,2023-03-31,false,서울 지하철 2호선,도시 식물학자,매일 칸을 옮기는 숲의 출구를 찾는다,이동정원|지하철|씨앗,식물학자는 막차 한 칸에 자란 숲이 사라질 공원들의 씨앗을 옮기고 있음을 알게 된다.
MOV0104,구름 수선공의 하루,2018-09-27,Fantasy,기상 동화 판타지,KR,ko,102,ALL,한지석,솜구름픽처스,3200000000,847733,2020-07-10,false,강원도 산악 기상대,구름 수선공,찢어진 장마구름을 꿰매야 한다,구름바늘|장마|산악기상대,수선공은 비를 잃은 마을을 위해 도망친 장마구름의 찢어진 가장자리를 꿰맨다.
MOV0105,기억을 심는 화원,2023-10-12,Fantasy,감정 치유 판타지,KR,ko,115,12+,문채원,기억정원,4800000000,1012608,2024-03-15,false,대구 근대골목,기억 화분 관리사,타인의 추억이 자라는 식물을 분갈이한다,기억화분|씨앗|가족,기억을 꽃으로 키우는 관리사가 피지 않는 어머니의 화분에서 감춰진 가족사를 발견한다.
MOV0106,바람의 분실물 보관소,2017-03-09,Fantasy,여행 판타지 드라마,KR,ko,121,ALL,고예준,바람창고,3700000000,690218,2019-12-06,false,제주 오름 정상,바람 관리인,사람들이 잃어버린 말을 주인에게 돌려준다,바람병|오름|잃은말,오름의 보관소에서 바람에 실린 말을 정리하던 관리인이 자신의 사과 한마디를 발견한다.
MOV0107,밤을 파는 편의점,2022-12-15,Fantasy,소원 거래 판타지,KR,ko,108,12+,류수아,자정상점,5100000000,1169044,2023-09-22,false,부산 산복도로,불면증 편의점 직원,손님의 잠든 시간을 대신 보관한다,유리병|불면증|새벽영수증,잠들지 못하는 직원이 손님들에게 밤을 팔수록 자신의 낮이 조금씩 사라진다는 사실을 깨닫는다.
MOV0108,종이배가 도착하는 집,2016-05-19,Fantasy,가족 마술적 사실주의,KR,ko,113,ALL,백서율,종이강필름,2100000000,508321,2020-02-21,false,전남 순천 수로마을,우편물을 읽지 못하는 소년,미래에서 온 종이배 편지를 해독한다,종이배|수로|미래편지,소년은 비가 올 때마다 마당에 도착하는 종이배에서 어른이 된 자신의 편지를 읽는다.
MOV0109,시간을 굽는 빵집,2023-01-26,Fantasy,시간 여행 판타지,KR,ko,109,ALL,강이현,오븐클락,4400000000,1245870,2023-12-08,false,서울 익선동 제과점,새벽 제빵사,먹으면 한 시간 전으로 가는 빵을 폐기한다,크루아상|한시간|새벽빵집,제빵사는 실패를 되돌리는 빵을 만들지만 반복할수록 가장 행복했던 한 시간을 잊게 된다.
MOV0110,여우비 우체국,2019-07-25,Fantasy,민담 로맨스 판타지,KR,ko,116,ALL,임나윤,비와해필름,3500000000,935640,2021-04-16,false,경북 산간 우체국,신입 집배원,비가 올 때만 보이는 주소로 편지를 배달한다,여우비|산길|보이지않는집,집배원은 햇빛 속 비가 내릴 때만 나타나는 집에서 오래 기다린 답장을 받는다.
MOV0111,그림자에게 이름을,2020-10-15,Fantasy,정체성 성장 판타지,KR,ko,120,12+,조은해,그림자극장,5900000000,0,2021-10-15,true,서울 대학로 그림자극장,무대 조명기사,배우에게서 떨어져 나온 그림자를 숨긴다,그림자|무대조명|이름,조명기사는 주인을 거부한 그림자에게 배역과 이름을 주며 자신의 꿈도 다시 무대에 올린다.
MOV0112,산신령의 민원실,2020-10-01,Fantasy,공공기관 풍자 판타지,KR,ko,106,ALL,장유진,민원24필름,4200000000,1422883,2021-11-05,false,강원도 군청 별관,환경과 공무원,산신령들의 개발 반대 민원을 처리한다,민원서류|산신령|케이블카,신입 공무원이 지도에 없는 산의 주민등록을 확인하며 무리한 케이블카 사업과 맞선다.
MOV0113,물고기가 걷는 밤,2018-12-06,Fantasy,해양 마술적 사실주의,KR,ko,118,12+,김세린,푸른발자국,5300000000,875419,2020-09-18,false,경남 통영 항구,수족관 야간경비원,육지로 나온 물고기 떼를 바다로 돌려보낸다,걷는물고기|항구|보름달,보름달 밤마다 거리로 나오는 물고기들이 사라진 어부의 집을 향한다는 것을 경비원이 알아챈다.
MOV0114,천 년 된 중고거래,2022-06-02,Fantasy,유물 거래 모험 판타지,KR,ko,111,12+,신유찬,당근없는마켓,4700000000,1337902,2023-04-07,false,경주 황리단길,고고학 대학원생,온라인 거래로 팔린 봉인 유물을 회수한다,중고거래|신라유물|채팅방,대학원생은 무료 나눔으로 올라온 천 년 된 거울이 소유자의 시간을 바꾼다는 사실을 발견한다.
MOV0115,꿈길 안내소,2015-11-12,Fantasy,몽환 치유 판타지,KR,ko,107,ALL,박윤슬,잠결필름,1800000000,420116,2019-03-08,false,서울 심야버스 차고지,은퇴한 버스기사,악몽에서 길 잃은 승객을 데려온다,심야버스|꿈노선|차고지,은퇴한 기사는 잠든 사람들의 꿈을 도는 마지막 노선에서 돌아오지 못한 딸을 찾는다.
MOV0116,별을 줍는 환경미화원,2021-12-23,Fantasy,도시 우화 판타지,KR,ko,103,ALL,오태윤,새벽별스튜디오,3000000000,789450,2022-08-19,false,서울 청계천,새벽 환경미화원,거리로 떨어진 별 조각을 수거한다,별조각|청계천|새벽청소,환경미화원은 버려진 소원에서 떨어진 별 조각을 모아 도시의 어두운 골목에 나눠 준다.
MOV0117,달팽이 호텔,2023-05-04,Fantasy,미니어처 가족 판타지,KR,ko,99,ALL,한도경,작은문필름,3800000000,1098332,2024-02-16,false,제주 비자림,호텔 시설관리인,비 오는 날 작아지는 투숙객들을 돌본다,달팽이집|비자림|작아진손님,낡은 숲 호텔의 관리인은 비가 오면 손바닥만 해지는 손님들을 포식자에게서 지켜낸다.
MOV0118,목소리 수집가,2017-08-24,Fantasy,음향 기억 판타지,KR,ko,114,12+,서지한,소리병연구소,2600000000,601775,2020-04-24,false,인천 개항장,헌책방 녹음기사,책에 남은 목소리의 주인을 찾아준다,헌책|목소리병|낭독,녹음기사는 오래된 책장을 넘길 때마다 들리는 한 여성의 목소리가 자신의 가족과 연결됨을 안다.
MOV0119,나무가 기억한 주소,2019-04-18,Fantasy,생태 기억 드라마,KR,ko,123,ALL,최윤호,나이테필름,4100000000,744821,2021-10-08,false,전북 무주 산촌,산림 조사원,벌목 대상 나무의 기억을 읽는다,나이테|산촌|옛주소,조사원은 오래된 느티나무의 나이테에서 지도에서 사라진 마을의 주소를 발견한다.
MOV0120,오늘의 마법은 품절입니다,2023-04-13,Fantasy,현대 상점 판타지 코미디,KR,ko,105,ALL,윤소담,마법재고,5200000000,0,2023-09-15,true,서울 남대문 지하상가,마법용품 재고관리자,품절된 행운을 대신할 상품을 만든다,마법재고|지하상가|행운,행운 부적이 동난 날 재고관리자가 평범한 물건에 손님들의 노력을 담아 새로운 마법을 만든다.
MOV0121,복도 끝의 0호실,2022-10-27,Horror,공공임대 공간 호러,KR,ko,113,15+,강재인,닫힌문필름,3900000000,1128490,2024-01-26,false,서울 공공임대 아파트,주거복지 상담사,도면에 없는 세대의 민원을 접수한다,0호실|복도등|민원서,상담사는 존재하지 않는 0호실 입주자의 반복 민원을 따라가며 지워진 철거민 명단을 발견한다.
MOV0122,새벽 배송 금지 구역,2024-03-14,Horror,도시 배달 괴담,KR,ko,105,15+,문지완,레드존스튜디오,4500000000,981225,2024-08-16,false,경기 신도시 미입주 단지,새벽 배송기사,지도에 없는 동에 물건을 배달한다,배송앱|미입주동|문앞사진,배송기사는 빈 아파트에서 수백 개의 문 앞 사진이 자신을 향해 조금씩 가까워지는 것을 본다.
MOV0123,거울은 먼저 웃지 않는다,2020-06-04,Horror,심리 오컬트,KR,ko,118,18+,백수진,반사필름,5200000000,1036102,2022-02-18,false,서울 을지로 거울공방,문화재 복원사,표정이 늦게 따라오는 거울을 복원한다,고가구거울|지연된표정|공방,복원사는 거울 속 자신의 표정이 하루 먼저 일어날 일을 보여 준다는 사실을 깨닫는다.
MOV0124,우물 아래 여름방학,2017-07-20,Horror,농촌 성장 호러,KR,ko,110,15+,정여진,검은두레박,2700000000,778431,2020-06-19,false,충북 산골 외가,중학생 사촌들,봉인된 우물에서 이름을 부르는 소리를 듣는다,우물|여름방학|사촌,외가에 모인 사촌들은 밤마다 우물 속에서 자신들의 어린 목소리가 이름을 부르는 것을 듣는다.
MOV0125,빈 교실의 출석부,2023-02-09,Horror,학교 기록 호러,KR,ko,109,15+,한석윤,방과후필름,3400000000,924616,2023-10-27,false,폐교 예정 고등학교,기간제 교사,졸업한 학생들이 다시 출석하는 이유를 찾는다,출석부|폐교|야간자율학습,마지막 학기를 맡은 교사는 오래전 사고로 사라진 반의 출석이 매일 갱신되는 것을 발견한다.
MOV0126,장례식장의 흰 운동화,2019-11-07,Horror,상실 오컬트 드라마,KR,ko,121,15+,이현서,마지막인사,4300000000,889202,2021-08-13,false,경남 진주 장례식장,신입 장례지도사,빈 빈소의 조문객을 맞는다,흰운동화|빈소|조문록,장례지도사는 고인이 없는 빈소를 찾는 조문객들이 모두 같은 흰 운동화를 신고 있음을 알아챈다.
MOV0127,산책로는 밤에 짧아진다,2021-09-02,Horror,도시 공간 변형 호러,KR,ko,107,15+,최우석,밤산책스튜디오,3600000000,1017764,2022-03-25,false,세종 호수공원,야간 경비원,매일 줄어드는 산책로의 끝을 확인한다,호수공원|거리표지|손전등,경비원은 한 바퀴 돌 때마다 짧아지는 산책로가 실종자의 시간을 삼키고 있음을 깨닫는다.
MOV0128,물때표에 없는 시간,2022-01-20,Horror,해안 민속 호러,KR,ko,116,15+,고하진,썰물필름,5700000000,1264170,2022-07-15,false,전남 신안 갯벌,갯벌 체험 안내자,물때표에 없는 썰물에 갇힌 관광객을 구한다,갯벌|물때표|발자국,안내자는 달력에 없는 썰물 동안 바다 쪽으로 이어지는 맨발 자국을 따라간다.
MOV0129,반지하의 파도 소리,2018-02-22,Horror,주거 불안 심리 호러,KR,ko,103,15+,류다현,습기필름,2400000000,591338,2020-10-02,false,서울 관악구 반지하,취업 준비생,비가 오지 않아도 차오르는 물을 막는다,반지하|벽지곰팡이|파도,반지하에 이사한 청년은 벽 너머 파도 소리가 커질수록 방 안의 물건이 하나씩 젖어 있음을 본다.
MOV0130,마지막 상영의 관객,2016-12-15,Horror,극장 메타 호러,KR,ko,112,15+,서태인,암전픽처스,3100000000,705194,2019-05-24,false,부산 폐관 단관극장,영사기사,매진된 적 없는 영화의 관객을 확인한다,필름릴|빈객석|심야상영,마지막 상영을 준비하던 영사기사는 빈 객석에서 오래전 화재 희생자들의 그림자를 본다.
MOV0131,현관문 밖은 어제,2022-05-19,Horror,시간 반복 심리 호러,KR,ko,114,15+,박선유,도어루프,4900000000,0,2022-11-11,true,서울 원룸 복도,재택근무 상담원,문을 열 때마다 전날로 돌아간다,현관문|어제|배달봉투,상담원은 반복되는 어제 속에서 자신이 외면한 이웃의 구조 요청을 찾아야 오늘로 나갈 수 있다.
MOV0132,숨 쉬는 벽지,2022-01-13,Horror,생태 바디 호러,KR,ko,106,18+,임서준,페이퍼스킨,4400000000,867420,2023-04-28,false,인천 오래된 연립주택,도배 기사,집 전체에서 뛰는 맥박을 발견한다,벽지|맥박|도배풀,도배 기사는 벽지가 주민들의 악몽을 흡수해 살아 움직이는 집에 갇힌다.
MOV0133,녹음되지 않은 비명,2020-09-10,Horror,사운드 파운드푸티지 호러,KR,ko,101,15+,장유라,노이즈컷,2900000000,823115,2022-11-04,false,강원도 폐쇄 터널,현장음 녹음기사,마이크에만 들리지 않는 비명을 추적한다,붐마이크|터널|무음파형,녹음기사는 촬영팀 모두가 듣는 비명이 파일에는 침묵으로 남는 이유를 찾는다.
MOV0134,냉동창고 13번 문,2021-08-26,Horror,산업 공간 생존 호러,KR,ko,119,18+,윤태수,서리문필름,6200000000,1185504,2022-02-18,false,부산 수산물 냉동창고,야간 재고관리자,재고표에 없는 방의 온도를 확인한다,냉동창고|재고표|성에,관리자는 영하 사십 도의 13번 방에서 얼어붙지 않은 발자국이 자신을 따라오는 것을 본다.
MOV0135,사진 속 빈 의자,2015-05-28,Horror,가족사진 심리 호러,KR,ko,108,15+,김수연,은판공포,2100000000,476832,2019-01-18,false,전주 한옥 사진관,유품 정리사,가족사진마다 늘어나는 빈 의자의 수를 센다,가족사진|빈의자|유품,유품 정리사는 오래된 앨범의 빈 의자가 사진을 볼 때마다 하나씩 늘어나는 것을 발견한다.
MOV0136,해녀의 빈 숨비소리,2019-04-11,Horror,제주 해양 민속 호러,KR,ko,120,15+,오해인,검은물숨,5400000000,932604,2021-09-24,false,제주 구좌 해안,수중촬영 감독,물속에서 들리는 없는 해녀의 숨을 기록한다,숨비소리|해녀굿|수중카메라,촬영감독은 녹음된 숨비소리가 마을이 감춘 조난 날짜를 반복하고 있음을 알아낸다.
MOV0137,고장 난 초인종,2021-03-18,Horror,가정 침입 심리 호러,KR,ko,104,15+,신지호,딩동필름,3300000000,805411,2022-12-23,false,서울 빌라촌,인터폰 설치기사,전원이 없는 집에서 오는 호출을 받는다,초인종|인터폰|빈집,설치기사는 철거된 집의 인터폰에 비친 자신의 모습이 점점 문 가까이 다가오는 것을 본다.
MOV0138,새벽 기도 알림,2023-05-18,Horror,모바일 오컬트,KR,ko,111,15+,문아현,푸시알림스튜디오,4700000000,0,2023-10-27,true,서울 대학가 원룸촌,앱 알림 기획자,삭제할 수 없는 기도 앱의 출처를 찾는다,기도앱|푸시알림|새벽네시,기획자는 매일 새벽 전송되는 기도문이 사용자의 다음 사고를 정확히 묘사한다는 것을 안다.
MOV0139,종이문이 닫히는 소리,2017-10-26,Horror,한옥 공간 오컬트,KR,ko,117,15+,백도원,한지문필름,3800000000,713080,2020-08-21,false,경북 안동 고택,한옥 보수 목수,벽 속에서 발견된 종이문을 연다,한지문|고택|목재뒤틀림,보수 목수는 집의 실제 구조보다 더 깊은 방으로 이어지는 얇은 종이문을 발견한다.
MOV0140,아무도 체크아웃하지 않았다,2022-05-12,Horror,호텔 고립 호러,KR,ko,123,18+,차유림,룸제로,6800000000,1375220,2023-08-25,false,강원도 산악 호텔,프런트 야간직원,폐쇄 층의 투숙객 명단을 정리한다,호텔키|체크아웃|폭설,폭설로 고립된 호텔에서 직원은 십 년째 체크아웃하지 않은 투숙객들이 로비로 내려오는 것을 본다.
MOV0141,연필로 만든 바다,2021-01-14,Animation,감성 모험 애니메이션,KR,ko,94,ALL,이소담,연필숲애니,6200000000,1458820,2022-05-05,false,스케치북 속 해안도시,그림을 지우지 못하는 아이,사라지는 바다의 선을 다시 그린다,연필선|종이배|파란지우개,아이는 지우개 폭풍에 사라지는 바다를 살리기 위해 미완성 그림 속으로 들어간다.
MOV0142,우체부 구름이의 첫 배달,2023-05-05,Animation,유아 가족 판타지,KR,ko,82,ALL,박노을,몽실애니웍스,4800000000,1104205,2023-11-10,false,하늘 우편마을,비구름 우체부,햇빛 마을에 첫 비 편지를 배달한다,비구름|무지개우표|첫배달,비를 무서워하는 꼬마 구름이 햇빛만 사는 마을에 꼭 필요한 빗방울 편지를 전한다.
MOV0143,종이컵 행성 탐험대,2020-09-29,Animation,업사이클 SF 애니메이션,KR,ko,97,ALL,정해솔,리사이클프레임,5500000000,1320467,2022-01-14,false,재활용 상자 우주,종이컵 삼남매,분리수거 날 전에 고향 행성을 구한다,종이컵|빨대우주선|분리수거,버려진 종이컵들이 빨대 우주선을 타고 재활용 상자 속 행성들의 혼란을 바로잡는다.
