review_id,user_id,movie_id,source_viewing_id,rating,review_title,review_text,reviewed_at
URV000136,USR0034,MOV0023,VEW000400,3.5,17초 안의 엘리베이터 소리,음성 파형과 배경음을 맞추는 과정이 치밀해 작은 소리에도 집중하게 됐다.,2024-10-10T02:19:00Z
URV000137,USR0035,MOV0003,VEW000409,2.5,여름 승강장의 느린 기록,폐선의 정서는 좋았지만 승객 에피소드가 서로 비슷해 중반이 길었다.,2026-01-08T16:13:33Z
URV000138,USR0035,MOV0097,VEW000410,4.5,신호 없는 집의 자유,아날로그 생활이 낭만으로만 그려지지 않고 감시를 피하는 대가까지 보여 줘 좋았다.,2026-06-27T05:37:10Z
URV000139,USR0035,MOV0115,VEW000411,2.5,꿈길 안내소의 표지판,버스 노선 디자인은 멋졌지만 아버지와 딸의 감정이 설명에 의존했다.,2025-12-09T17:19:23Z
URV000140,USR0035,MOV0103,VEW000412,2,지하철 숲의 목적지,이동하는 정원은 예뻤으나 식물학자의 선택이 환경 메시지를 위한 장치처럼 보였다.,2025-03-13T09:36:48Z
URV000141,USR0036,MOV0090,VEW000421,1.5,빠른 도시의 단순한 악당,시간 설정은 흥미롭지만 중앙 시스템을 만든 인물이 지나치게 평면적이었다.,2026-02-16T13:13:22Z
URV000142,USR0036,MOV0106,VEW000422,1,바람병이 비어 있었다,잃어버린 말을 돌려준다는 시적 소재를 뻔한 가족 화해로만 사용해 아쉬웠다.,2026-06-15T19:28:07Z
URV000143,USR0036,MOV0120,VEW000423,1.5,품절된 마법보다 부족한 서사,지하상가 설정은 신선하지만 손님 에피소드가 광고처럼 짧게 이어졌다.,2024-12-24T13:24:50Z
URV000144,USR0036,MOV0059,VEW000424,3.5,누락된 장면을 다시 찍다,스크립트 노트로 두 사람의 과거를 복원하는 방식이 영화 현장과 잘 맞았다.,2025-07-29T00:17:28Z
URV000145,USR0037,MOV0157,VEW000433,4.5,날씨 가족의 작은 안개,부모의 다툼을 폭풍으로 표현한 방식이 아이 눈높이에 맞고 노래도 기억에 남았다.,2025-10-26T19:32:54Z
URV000146,USR0037,MOV0001,VEW000434,4,새벽마다 넓어지는 지도,손님들의 사연이 한 골목의 관계로 이어지는 구성이 따뜻하고 과하지 않았다.,2026-03-19T17:13:51Z
URV000147,USR0037,MOV0090,VEW000435,2,시계탑 액션이 길었다,시간 격차의 사회 문제보다 후반 추격에 집중해 초반의 흥미가 줄었다.,2026-05-11T07:13:50Z
URV000148,USR0037,MOV0066,VEW000436,1.5,임시 반장의 억지 소동,오배송 하나로 모두가 주인공을 반장으로 미는 과정이 설득력 없이 과장됐다.,2022-04-18T20:02:16Z
URV000149,USR0038,MOV0158,VEW000445,3,꼬리 센서의 감정 수업,로봇 학교의 규칙은 귀엽지만 폐기 위기가 금방 해결돼 긴장은 약했다.,2025-09-25T09:54:01Z
URV000150,USR0038,MOV0189,VEW000446,4.5,미터기와 함께 달린 열두 시간,서울의 새벽 도로를 실제로 달리는 듯한 속도감과 택시기사의 판단이 좋았다.,2026-05-11T15:57:43Z
URV000151,USR0038,MOV0155,VEW000447,4,눈사람이 본 첫 봄꽃,보냉 수레라는 소품이 귀엽고 녹아가는 시간을 우정의 긴장으로 쓴 점이 좋았다.,2025-12-14T06:25:55Z
URV000152,USR0038,MOV0188,VEW000448,2.5,청해진의 바람은 컸다,항해술과 봉수 장면은 근사하지만 내부 첩자의 정체가 너무 쉽게 드러났다.,2026-07-10T07:06:03Z
URV000153,USR0039,MOV0113,VEW000457,2,걷는 물고기의 목적지,통영 밤거리 이미지는 아름답지만 사라진 어부의 사연이 상투적으로 끝났다.,2026-05-22T22:19:55Z
URV000154,USR0039,MOV0034,VEW000458,1.5,타자기 예언의 반복,뉴스와 문장이 맞아떨어지는 장면만 되풀이돼 번역가의 두려움이 깊어지지 않았다.,2026-04-22T03:53:26Z
URV000155,USR0039,MOV0093,VEW000459,2,장례식보다 기술 설명,추모 AI와 유족의 갈등은 좋았지만 데이터 센터 설정을 설명하는 시간이 너무 길었다.,2026-02-21T13:48:46Z
URV000156,USR0039,MOV0125,VEW000460,3,출석부의 빈 이름들,폐교의 적막과 야간 자율학습 소리는 좋았지만 사건의 진실은 예상 범위였다.,2025-05-09T13:08:34Z
URV000157,USR0040,MOV0155,VEW000469,3,봄까지 가는 보냉 수레,여정은 따뜻했지만 중간에 만나는 동물들이 비슷한 조언만 반복했다.,2025-01-22T19:53:38Z
URV000158,USR0040,MOV0150,VEW000470,2.5,색은 많은데 갈등은 하나,벽화 장면은 아름답지만 모든 학생이 한 번에 마음을 바꾸는 결말이 아쉬웠다.,2025-12-19T12:58:06Z
URV000159,USR0040,MOV0194,VEW000471,3,항공로 위의 긴 통화,교신 장면은 사실적이지만 지상 인물들의 개인 서사가 조금 과하게 섞였다.,2025-06-15T20:54:07Z
URV000160,USR0040,MOV0169,VEW000472,3,귀가에 걸린 긴 시간,이동의 불편을 구체적으로 보여 줬지만 인터뷰 장면의 배열은 다소 단조로웠다.,2026-05-13T14:57:44Z
URV000161,USR0041,MOV0032,VEW000481,2,대기표의 비밀이 가벼웠다,병원 야간 업무는 세밀하지만 사망자 호출의 이유가 우연에 기대어 풀렸다.,2025-12-07T04:46:17Z
URV000162,USR0041,MOV0105,VEW000482,2,화분마다 설명표가 붙은 느낌,기억의 꽃을 보여 주기보다 인물들이 계속 규칙을 말해 신비감이 부족했다.,2024-04-11T17:38:17Z
URV000163,USR0041,MOV0049,VEW000483,2.5,교정지 사이의 봄밤,문장을 고치는 장면은 좋았지만 사라진 작가의 비밀이 로맨스를 위해 소비됐다.,2024-07-02T13:19:48Z
URV000164,USR0041,MOV0200,VEW000484,2.5,방패연의 신호는 멋졌다,연 액션은 새롭지만 성 안 인물들의 관계가 단순해 위기의 무게가 덜했다.,2025-12-19T11:54:37Z
URV000165,USR0042,MOV0193,VEW000493,1.5,707호의 긴 복도,폭발 장치 단서가 편의적으로 나타나 열차라는 제한 공간의 장점을 살리지 못했다.,2026-07-09T23:16:20Z
URV000166,USR0042,MOV0118,VEW000494,3.5,책장을 넘길 때 들린 목소리,헌책방의 소리와 가족의 기억이 자연스럽게 이어져 차분한 여운이 남았다.,2026-06-18T03:55:01Z
URV000167,USR0042,MOV0051,VEW000495,2,옥탑방 규칙만 현실적,월세와 생활비 묘사는 좋지만 연애 감정은 대사 몇 줄로 갑자기 바뀌었다.,2026-04-20T16:30:19Z
URV000168,USR0042,MOV0088,VEW000496,2,공통된 꿈의 방,수면센터의 영상은 인상적이지만 공통기억의 근원을 너무 쉽게 설명했다.,2025-12-22T02:26:32Z
URV000169,USR0043,MOV0048,VEW000505,2.5,지도 위 두 사람의 자리,골목 측량이라는 소재는 좋았지만 철거 갈등과 로맨스가 매끄럽게 붙지 않았다.,2026-03-09T09:45:03Z
URV000170,USR0043,MOV0180,VEW000506,3.5,가업이라는 문을 여는 법,서로 다른 업종의 청년 상인이 같은 질문에 다른 답을 내놓는 구성이 좋았다.,2024-01-01T10:15:43Z
URV000171,USR0043,MOV0173,VEW000507,2.5,진동으로 만든 공연,제작 과정은 흥미롭지만 공연자 개인의 목소리가 기술 설명에 묻혔다.,2025-06-24T18:20:04Z
URV000172,USR0043,MOV0177,VEW000508,1,무대 뒤 사람들을 소비했다,스태프의 고된 일을 빠른 몽타주로만 보여 줘 각 직업의 결이 남지 않았다.,2022-11-02T18:32:52Z
URV000173,USR0044,MOV0182,VEW000517,3,진공관 속 암호,경성 전파사와 이동 송신망은 흥미롭지만 추격 장면의 길이가 조금 과했다.,2026-01-30T19:45:46Z
URV000174,USR0044,MOV0129,VEW000518,3.5,반지하 벽 너머의 바다,비가 오지 않아도 젖는 물건들이 현실적인 주거 불안과 잘 맞아 섬뜩했다.,2025-03-04T18:35:50Z
URV000175,USR0044,MOV0125,VEW000519,2,출석부의 답이 너무 빨랐다,폐교 분위기는 좋지만 기간제 교사가 사건을 알아내는 과정이 단순했다.,2025-05-29T12:04:44Z
URV000176,USR0044,MOV0120,VEW000520,2,마법 품절의 소동,지하상가 상인들은 생생했지만 행운을 만드는 결말이 지나치게 교훈적이었다.,2025-05-30T06:15:25Z
URV000177,USR0045,MOV0112,VEW000529,4,민원서류로 지키는 산,산신령의 주민등록이라는 유머와 개발 반대 갈등이 예상보다 자연스럽게 어울렸다.,2026-07-03T21:00:17Z
URV000178,USR0045,MOV0031,VEW000530,3.5,대출카드가 숨긴 장부,지하서고의 곰팡이 냄새까지 느껴지는 듯했고 기록물 보존사의 추적도 차분했다.,2026-03-27T10:07:07Z
URV000179,USR0045,MOV0045,VEW000531,2.5,신청곡 뒤의 익명 사연,심야 라디오 감성은 좋지만 사연의 주인공을 알아보는 과정이 너무 우연했다.,2026-05-06T11:20:14Z
URV000180,USR0045,MOV0032,VEW000532,3,마지막으로 불린 번호,원무과의 서류 작업이 세밀했지만 범인의 목적은 다른 병원 미스터리와 비슷했다.,2026-05-20T16:21:19Z
URV000181,USR0046,MOV0177,VEW000541,1.5,열두 명을 기억하기 어려웠다,직업을 소개하는 자막이 많아 실제 무대 뒤의 긴장과 감정이 살아나지 않았다.,2026-07-16T11:04:50Z
URV000182,USR0046,MOV0053,VEW000542,4,사진에서 지워진 사람을 찾아서,보정 화면과 제주 해안을 오가는 구성이 매끄럽고 바람 없는 사진이라는 제목도 좋았다.,2026-03-03T12:37:36Z
URV000183,USR0046,MOV0198,VEW000543,2,남산 추격의 익숙함,활판 인쇄 과정은 흥미로운데 정보기관과의 대결은 전형적인 장면이 많았다.,2023-05-20T19:58:27Z
URV000184,USR0046,MOV0135,VEW000544,4,사진마다 늘어나는 빈 의자,한옥 사진관의 정적인 화면과 의자의 변화만으로 공포를 쌓는 방식이 좋았다.,2026-06-15T11:18:28Z
URV000185,USR0047,MOV0010,VEW000553,4,재봉틀이 기억한 교복,수선사의 손동작과 장마 소리가 어우러져 오래 기다린 사람의 마음이 잘 전해졌다.,2024-05-23T14:00:35Z
URV000186,USR0047,MOV0064,VEW000554,2.5,세입자 대표의 공약,아파트 공지는 현실적이지만 선거 소동이 후반에 너무 과장됐다.,2026-06-02T23:53:22Z
URV000187,USR0047,MOV0184,VEW000555,1.5,예인선이 길을 잃었다,항만 액션은 크지만 실종된 동생 이야기가 억지 반전을 거듭해 피로했다.,2026-04-02T19:08:02Z
URV000188,USR0047,MOV0109,VEW000556,2,크루아상 한 시간 전,빵을 먹고 시간을 돌리는 재미보다 규칙 설명과 후회 장면이 반복돼 늘어졌다.,2026-03-18T03:23:28Z
URV000189,USR0048,MOV0094,VEW000565,2,생수 한 병의 좌표,무인도 배송의 이유는 흥미롭지만 관제사가 규정을 깨는 과정이 너무 쉽게 넘어갔다.,2025-08-31T06:23:54Z
URV000190,USR0048,MOV0004,VEW000566,2.5,돌아온 편지의 겨울,군산의 풍경은 좋았지만 우편집배원의 가족사가 미스터리보다 앞서 흐름이 무거웠다.,2025-07-24T12:12:08Z
URV000191,USR0048,MOV0146,VEW000567,3,옷장 괴물의 상추밭,괴물이 채식주의자라는 설정은 귀엽지만 가족에게 들키는 위기가 금방 해결됐다.,2025-10-30T18:16:24Z
URV000192,USR0048,MOV0087,VEW000568,3,달로 떠나는 승강장,우주 엘리베이터의 1층 풍경은 좋았지만 아이를 숨기는 이유가 조금 작위적이었다.,2025-02-05T03:32:55Z
URV000193,USR0049,MOV0112,VEW000577,4,산신령 민원 처리 완료,공무원의 서류 언어와 설화 속 존재들의 요구가 부딪히는 장면마다 재치가 있었다.,2021-12-07T22:11:46Z
URV000194,USR0049,MOV0194,VEW000578,3,관제실의 마지막 목소리,착륙 교신은 긴장됐지만 조종사 과거 회상이 자주 끼어 속도가 줄었다.,2026-03-31T03:40:17Z
URV000195,USR0049,MOV0049,VEW000579,2.5,미완성 원고의 문장들,교정 과정은 섬세하지만 작가의 실종과 두 사람의 로맨스가 억지로 겹쳐졌다.,2023-06-20T14:37:36Z
URV000196,USR0049,MOV0149,VEW000580,3,느림이 이긴 철도대회,정글역 디자인은 재미있지만 경주 참가자들의 성격이 단순했다.,2026-03-30T23:42:02Z
URV000197,USR0050,MOV0022,VEW000589,3.5,지하 4층의 조작된 방송,침수 수위가 오르는 동안 시설기사가 안내방송을 의심하는 흐름이 탄탄했다.,2025-07-09T07:26:56Z
URV000198,USR0050,MOV0099,VEW000590,3,우주우편의 폐점 시간,빛의 지연을 활용한 감정은 좋았지만 중계소의 기술 설명이 조금 길었다.,2025-09-18T02:53:55Z
URV000199,USR0050,MOV0135,VEW000591,3,앨범 속 빈 의자,정적인 사진 공포는 좋았으나 가족 비밀의 정체는 익숙한 편이었다.,2025-11-11T06:55:18Z
URV000200,USR0050,MOV0175,VEW000592,3,도시가 잠든 콜센터,상담사들의 목소리는 진솔했지만 인터뷰 순서가 비슷해 후반 집중력이 떨어졌다.,2026-01-22T02:08:58Z
URV000201,USR0051,MOV0132,VEW000601,2.5,벽지 아래의 집,습기와 맥박 소리는 좋았지만 도배 기사가 탈출하는 방식이 너무 편리했다.,2025-06-25T19:04:49Z
URV000202,USR0051,MOV0062,VEW000602,2,외계인보다 배달앱,치킨집 생활 묘사는 웃겼지만 외계 손님의 능력이 장면마다 달라 혼란스러웠다.,2026-06-25T03:34:15Z
URV000203,USR0051,MOV0131,VEW000603,2.5,어제를 여는 현관문,반복되는 하루의 단서는 좋지만 상담원이 진실을 알아차리는 속도가 너무 느렸다.,2025-12-29T23:12:27Z
URV000204,USR0051,MOV0105,VEW000604,1.5,기억 화원의 과한 눈물,식물과 추억의 연결을 음악으로 계속 강조해 감정이 자연스럽지 않았다.,2025-10-19T23:06:50Z
URV000205,USR0052,MOV0043,VEW000613,2.5,비행운과 반송 소포,종이학 장면은 예쁘지만 떠난 연인의 선택을 충분히 이해하기 어려웠다.,2026-07-03T14:33:45Z
URV000206,USR0052,MOV0057,VEW000614,2.5,비어 있는 한 좌석,객석 안내원의 관찰은 좋았지만 조명감독의 비밀이 예상보다 평범했다.,2025-11-29T06:49:19Z
URV000207,USR0052,MOV0108,VEW000615,3,종이배 편지의 수로,소년의 시선은 따뜻했지만 미래 편지의 규칙이 조금 모호했다.,2026-05-09T13:23:56Z
URV000208,USR0052,MOV0165,VEW000616,1,수리 장인의 손만 스쳤다,전자부품 화면은 많지만 장인들의 삶과 도시 변화가 깊게 연결되지 않았다.,2025-11-04T22:08:52Z
URV000209,USR0053,MOV0155,VEW000625,3,봄 소풍의 마지막 눈,따뜻한 이야기지만 여정의 장애물들이 비슷한 방식으로 해결됐다.,2025-07-13T19:53:23Z
URV000210,USR0053,MOV0192,VEW000626,2,전쟁 사진의 우연,사진사가 핵심 정보를 찍는 과정과 피란선을 만나는 장면이 너무 우연에 의존했다.,2025-01-13T07:12:57Z
URV000211,USR0053,MOV0197,VEW000627,2.5,드론 레이스의 응급 배송,한강 비행 장면은 시원하지만 견습생의 과거가 전형적으로 그려졌다.,2024-12-04T01:59:45Z
URV000212,USR0053,MOV0055,VEW000628,2,예약할 수 없는 첫눈,기상관측 장면은 좋았지만 오래된 약속을 둘러싼 오해가 지나치게 길었다.,2026-05-09T17:52:21Z
URV000213,USR0054,MOV0038,VEW000637,3,붉은 실로 묶인 신고서,폐경찰서 문서고의 분위기는 좋지만 공통 주소의 비밀은 쉽게 예상됐다.,2026-02-21T14:59:52Z
URV000214,USR0054,MOV0001,VEW000638,4,세탁소에서 시작된 이웃 지도,옷에 남은 흔적만으로 사람을 이해하려는 태도가 따뜻하고 과장되지 않았다.,2024-01-28T06:38:36Z
URV000215,USR0054,MOV0159,VEW000639,4.5,밀물 전에 전한 작별 편지,옆걸음으로 달리는 게 우체부의 움직임이 재치 있고 마지막 모래성 장면이 뭉클했다.,2026-02-10T20:53:24Z
URV000216,USR0054,MOV0128,VEW000640,2.5,물때표 밖의 발자국,갯벌의 공포는 생생하지만 관광객들의 비밀이 서로 비슷해 후반이 약했다.,2023-01-27T05:45:05Z
URV000217,USR0055,MOV0061,VEW000649,2.5,잠입한 부장님의 회식,오피스 풍자는 웃겼지만 대표의 정체를 오래 숨기는 장치가 억지스러웠다.,2025-10-12T03:19:58Z
URV000218,USR0055,MOV0197,VEW000650,2,한강 드론의 과속,비행 장면은 좋지만 응급 혈액을 둘러싼 악당의 계획이 설득력 없었다.,2025-08-12T08:37:02Z
URV000219,USR0055,MOV0062,VEW000651,3,튀김기 옆 외계 직원,치킨집 사장의 생활 연기가 좋았지만 외계인의 고향 이야기는 조금 뻔했다.,2026-07-18T19:54:45Z
URV000220,USR0055,MOV0049,VEW000652,3.5,교정 부호로 가까워진 두 사람,미완성 원고의 문장을 함께 고치는 장면들이 차분하고 봄밤의 분위기도 좋았다.,2026-05-08T08:57:14Z
URV000221,USR0056,MOV0135,VEW000661,3.5,빈 의자가 늘어나는 사진,유품 정리사의 시선이 차분해서 작은 변화가 더 무섭게 다가왔다.,2025-02-15T08:50:29Z
URV000222,USR0056,MOV0105,VEW000662,1,꽃이 피기 전에 지친다,기억 화분의 규칙을 반복해서 듣느라 가족의 상처에 몰입하기 어려웠다.,2025-10-01T06:36:15Z
URV000223,USR0056,MOV0075,VEW000663,1.5,동호회 소동이 길었다,배드민턴 팀의 캐릭터가 과장돼 전국대회를 준비하는 진심이 잘 보이지 않았다.,2026-07-15T04:20:43Z
URV000224,USR0056,MOV0056,VEW000664,3.5,숫자와 감각으로 읽는 바다,조류표를 믿는 연구원과 파도를 몸으로 아는 잠수부의 차이가 선명했다.,2024-01-16T02:21:40Z
URV000225,USR0057,MOV0082,VEW000673,1,기억 삭제 버튼만 남았다,상담사의 윤리 고민보다 기술 반전과 추격에 집중해 설정의 무게가 가벼워졌다.,2026-01-02T19:00:17Z
URV000226,USR0057,MOV0176,VEW000674,3.5,연어가 기억한 강,하천 구조물과 옛 사진을 나란히 보여 주는 구성이 차분하고 설득력 있었다.,2024-02-15T15:20:04Z
URV000227,USR0057,MOV0126,VEW000675,2,빈소의 흰 신발,조문객들의 모습은 섬뜩하지만 장례지도사의 과거가 너무 편리하게 연결됐다.,2026-06-15T21:59:13Z
URV000228,USR0057,MOV0167,VEW000676,3,빈 교실의 세 세대,졸업생들의 기억 차이는 흥미롭지만 인터뷰 화면이 반복돼 리듬이 단조로웠다.,2022-12-03T23:09:07Z
URV000229,USR0058,MOV0014,VEW000685,3,고시원의 사라진 계약서,주거 현실은 잘 담겼지만 시험생이 문제를 해결하는 과정은 다소 이상적이었다.,2026-03-25T13:39:53Z
URV000230,USR0058,MOV0116,VEW000686,2.5,새벽 청소와 별 조각,이미지는 따뜻하지만 별이 소원을 해결하는 방식이 후반에 반복됐다.,2026-04-29T16:00:05Z
URV000231,USR0058,MOV0020,VEW000687,1.5,서른한 번의 감동 강요,달력의 약속마다 음악이 커져 모녀 관계가 실제보다 꾸며진 느낌이었다.,2026-06-05T12:39:51Z
URV000232,USR0058,MOV0200,VEW000688,2.5,연 신호의 멋과 빈 인물,방패연 액션은 좋지만 장인의 가족과 성 안 사람들은 기능적으로만 보였다.,2026-03-09T09:43:07Z
URV000233,USR0059,MOV0178,VEW000697,2.5,고향을 옮기는 단어,통역사의 고민은 좋지만 사례가 짧게 이어져 한 사람의 변화가 보이지 않았다.,2026-07-11T12:30:31Z
URV000234,USR0059,MOV0126,VEW000698,1,빈 장례식의 뻔한 비밀,흰 운동화 단서가 너무 자주 강조돼 반전이 초반부터 보였다.,2026-05-19T05:42:54Z
URV000235,USR0059,MOV0196,VEW000699,4,거짓 국경선을 바로잡는 지도,측량 도구를 활용한 산악 추격이 새롭고 지도 제작자의 선택도 설득력 있었다.,2026-06-26T09:25:00Z
URV000236,USR0059,MOV0040,VEW000700,3.5,어제의 일기로 열린 데이터센터,개인의 추억이 비밀번호가 되는 설정이 좋았고 보안관제 화면도 이해하기 쉬웠다.,2025-09-07T20:49:55Z
URV000237,USR0060,MOV0089,VEW000709,4,가난한 동네에 장마를 돌려주다,날씨를 거래하는 시장의 규칙이 구체적이고 인공강우 작전도 흥미로웠다.,2026-04-08T12:30:24Z
URV000238,USR0060,MOV0112,VEW000710,3.5,케이블카보다 오래된 민원,산신령들의 요구가 단순한 농담에 그치지 않고 개발 갈등으로 이어져 좋았다.,2023-09-23T22:30:33Z
URV000239,USR0060,MOV0051,VEW000711,1,월세만 현실적인 로맨스,옥탑 생활은 세밀하지만 고백 장면은 갑작스럽고 대사도 어색했다.,2025-12-19T12:27:22Z
URV000240,USR0060,MOV0015,VEW000712,3,귤밭의 가족은 좋았다,폭설 수확 장면은 생생하지만 방송을 그만둔 이유가 충분히 설명되지 않았다.,2025-05-11T05:16:13Z
URV000241,USR0061,MOV0106,VEW000721,1,바람 속 말이 들리지 않았다,시적인 설정과 달리 인물 감정은 정해진 순서로만 움직여 지루했다.,2026-03-07T02:13:30Z
URV000242,USR0061,MOV0137,VEW000722,3.5,전원 없는 집의 초인종,인터폰 화면 속 인물이 조금씩 다가오는 변화가 단순하지만 효과적으로 무서웠다.,2026-02-17T20:35:07Z
URV000243,USR0061,MOV0087,VEW000723,2.5,1층에 남은 안내원,우주 이주의 계급 차이는 흥미롭지만 아이를 숨기는 과정이 지나치게 쉽게 풀렸다.,2025-02-27T12:31:07Z
URV000244,USR0061,MOV0192,VEW000724,3.5,필름통을 지킨 사진사,작전보다 피란민의 얼굴을 선택한 시선이 좋았고 인천항의 혼란도 선명했다.,2023-09-11T06:07:58Z
URV000245,USR0062,MOV0097,VEW000733,4.5,신호가 끊긴 집의 선택,편리함을 포기하고 감시를 피한 주민들의 생활이 구체적이라 결말까지 생각할 거리가 많았다.,2026-05-04T02:28:07Z
URV000246,USR0062,MOV0143,VEW000734,2.5,종이컵 행성의 반복 모험,재활용 세계는 귀엽지만 각 행성의 문제가 비슷해 중반부터 흐름이 예상됐다.,2025-10-21T13:06:35Z
URV000247,USR0062,MOV0027,VEW000735,2,수중음의 비밀이 얕았다,해저터널의 분위기는 훌륭했지만 침몰선 은폐가 익숙한 음모로 끝났다.,2023-11-26T12:35:57Z
URV000248,USR0062,MOV0023,VEW000736,3.5,파형에 숨은 17초,휴대전화 복원 과정이 자세하고 엘리베이터 배경음을 좁혀 가는 장면이 긴장됐다.,2025-01-22T09:26:36Z
URV000249,USR0063,MOV0114,VEW000745,3.5,무료 나눔 거울의 주인,중고거래 말투와 고고학자의 전문성이 잘 섞여 가볍지만 신선했다.,2025-09-26T13:41:49Z
URV000250,USR0063,MOV0183,VEW000746,2,검을 벼리는 시간만 길었다,대장간 작업은 멋졌지만 산성 전투 전에 인물 관계를 충분히 쌓지 못했다.,2025-07-20T21:05:36Z
URV000251,USR0063,MOV0194,VEW000747,4,관제탑 밖의 숨은 항로,제주 관제사의 판단과 화산재를 뚫는 비행 장면이 끝까지 팽팽했다.,2025-12-20T16:02:55Z
URV000252,USR0063,MOV0098,VEW000748,3.5,열일곱 살이 된 인공지능,가족 대화와 학습 오류를 사춘기 감정으로 엮은 발상이 다정했다.,2026-03-09T00:06:41Z
URV000253,USR0064,MOV0163,VEW000757,2.5,풍력계보다 느린 이야기,현장 풍경은 생생하지만 주민들의 갈등이 비슷한 장면으로 반복됐다.,2025-09-29T19:47:21Z
URV000254,USR0064,MOV0104,VEW000758,3,찢어진 구름을 꿰매는 오후,구름 수선소의 미술은 예뻤지만 중반의 모험은 예상 가능한 길을 갔다.,2026-03-07T07:52:03Z
URV000255,USR0064,MOV0014,VEW000759,4,집보다 먼저 생긴 식구,보증금 문제를 청년들의 공동 부엌과 우정으로 풀어낸 온도가 좋았다.,2024-12-30T08:31:50Z
URV000256,USR0064,MOV0058,VEW000760,1.5,낮잠처럼 늘어진 재회,전화 한 통을 기다리는 설정은 좋았지만 대화가 자꾸 제자리로 돌아왔다.,2022-08-19T16:55:02Z
URV000257,USR0065,MOV0077,VEW000769,3.5,정시 퇴근을 위한 작은 반란,야근 문화 풍자가 웃기면서도 팀원들의 선택을 가볍게 넘기지 않았다.,2025-10-08T13:40:20Z
URV000258,USR0065,MOV0014,VEW000770,3.5,계약서보다 단단한 약속,낡은 셰어하우스 안에서 서로의 보증금이 되어 주는 결말이 따뜻했다.,2024-06-27T05:21:08Z
URV000259,USR0065,MOV0145,VEW000771,2.5,책벌레의 식성이 아쉽다,도서관을 갉아 먹는 설정에 비해 모험 규칙이 단순해 금방 익숙해졌다.,2024-11-01T05:49:12Z
URV000260,USR0065,MOV0175,VEW000772,2.5,새벽 상담의 반복음,콜센터 노동 묘사는 구체적이지만 사연들이 하나의 결론으로 급히 모였다.,2025-08-21T03:00:47Z
URV000261,USR0066,MOV0167,VEW000781,3.5,교실 불이 꺼지지 않던 시절,야간 자율학습을 기억하는 서로 다른 목소리가 세대의 공기를 살렸다.,2023-02-22T20:12:56Z
URV000262,USR0066,MOV0158,VEW000782,3,꼬리를 흔드는 법을 배우다,로봇 강아지와 아이의 우정은 귀엽지만 악역의 변화가 조금 빨랐다.,2025-05-21T20:04:36Z
URV000263,USR0066,MOV0102,VEW000783,4,양말과 근심을 함께 세탁,도깨비가 운영하는 빨래방의 규칙과 손님 사연이 유쾌하게 맞물렸다.,2026-01-21T11:17:48Z
URV000264,USR0066,MOV0096,VEW000784,2.5,막차는 화성보다 멀었다,우주 통근 열차의 풍경은 신선했지만 추격전의 이유가 약했다.,2025-10-02T07:46:32Z
URV000265,USR0067,MOV0018,VEW000793,4,냉장고 문에 남은 가족사,오래된 반찬과 계절을 통해 가족의 빈자리를 보여 주는 방식이 섬세했다.,2024-05-23T20:50:30Z
URV000266,USR0067,MOV0059,VEW000794,4,끝난 뒤에 시작된 영화,폐관 극장의 두 번째 엔딩이 영화 만드는 사람들의 마음을 진하게 남겼다.,2024-06-24T22:28:39Z
URV000267,USR0067,MOV0113,VEW000795,2.5,한강을 걷는 물고기의 밤길,한강 야경은 환상적이지만 물고기의 여행이 중반부터 산만해졌다.,2025-12-08T22:39:23Z
URV000268,USR0067,MOV0053,VEW000796,3,렌즈에 잡히지 않은 바람,사진가와 기상 관측원의 관계는 좋았지만 마지막 선택이 다소 설명적이었다.,2026-05-24T04:37:25Z
URV000269,USR0068,MOV0070,VEW000805,2.5,사회를 보느라 놓친 신랑신부,결혼식 소동은 웃겼지만 주변 인물이 너무 많이 등장해 중심이 흐려졌다.,2026-04-25T08:21:01Z
URV000270,USR0068,MOV0012,VEW000806,1.5,구두가 걷고 사람은 멈췄다,행방을 좇는 과정이 우연에 기대고 결말의 감정도 충분히 쌓이지 않았다.,2026-06-12T03:02:46Z
URV000271,USR0068,MOV0146,VEW000807,3,채소만 먹는 괴물의 저녁,가족 식탁을 지키려는 괴물은 사랑스러웠지만 교훈이 조금 직접적이었다.,2026-03-04T21:12:20Z
URV000272,USR0068,MOV0153,VEW000808,2.5,남쪽으로 간 북극여우,기후 메시지는 분명하나 여행 에피소드의 연결이 매끄럽지 못했다.,2026-02-21T21:52:24Z
URV000273,USR0069,MOV0061,VEW000817,2.5,잠입보다 긴 회의,부장님의 위장 취업은 재미있지만 회사 풍자가 익숙한 수준에 머물렀다.,2026-07-06T03:16:29Z
URV000274,USR0069,MOV0048,VEW000818,3,우편번호가 가른 거리,서로 다른 동네를 오가는 편지는 좋았지만 오해가 너무 오래 이어졌다.,2024-06-25T18:03:52Z
URV000275,USR0069,MOV0149,VEW000819,3,느려도 도착하는 특급,나무늘보 기관사의 호흡은 귀엽지만 어린 관객에게도 중반이 길게 느껴질 듯하다.,2024-05-01T07:46:47Z
URV000276,USR0069,MOV0067,VEW000820,4,퇴근 뒤 시작되는 추리,평범한 회계 직원이 동네 사건을 장부로 푸는 과정이 영리하고 경쾌했다.,2025-12-09T21:45:53Z
URV000277,USR0070,MOV0060,VEW000829,2,자막이 놓친 마음,번역을 소재로 삼았지만 두 주인공의 갈등이 같은 대사를 반복해 답답했다.,2026-07-18T09:24:59Z
