user_id,display_name,birth_year,gender,region,preferred_language,signup_date,subscription_plan,preferred_genre,preferred_device,watch_time_preference,household_type,account_status
USR0258,달력뒤약속,1978,male,서울,ko,2019-07-26,Premium,Drama,smart_tv,weekday_evening,family,active
USR0259,저녁온실,1993,female,세종,ko,2020-07-10,Standard,Romance,mobile,late_night,couple,active
USR0260,사장님휴가중,1987,male,충남,ko,2020-01-03,Standard,Comedy,smart_tv,weekend_afternoon,single,active
USR0261,전파없는아파트,1982,female,서울,ko,2019-09-13,Premium,Science Fiction,smart_tv,weekday_night,family,active
USR0262,그림자이름표,1998,male,광주,ko,2020-10-09,Basic,Fantasy,tablet,late_night,shared,active
USR0263,무대뒤열두명,1970,female,서울,ko,2019-03-22,Premium,Documentary,web,weekend_morning,couple,active
USR0264,경성전파사손님,1985,male,인천,ko,2019-12-06,Premium,Action,smart_tv,weekend_night,single,active
USR0265,종이문닫힘,1994,female,경북,ko,2020-08-21,Standard,Horror,headset,late_night,single,active
USR0266,눈사람봄소풍,2003,male,강원,ko,2020-12-18,Basic,Animation,tablet,weekend_morning,family,active
USR0267,우체통온도,1981,female,전북,ko,2019-08-09,Premium,Drama,smart_tv,weekday_evening,couple,active
USR0268,파도몇시,1990,male,전남,ko,2020-04-24,Standard,Romance,web,weekend_night,single,active
USR0269,공유냉장고단속,1995,female,서울,ko,2020-09-04,Basic,Comedy,mobile,commute,shared,active
USR0270,날씨를사는중,1988,male,경기,ko,2020-02-28,Premium,Science Fiction,smart_tv,late_night,family,active
USR0271,나무의주소,1974,female,경남,ko,2019-05-31,Premium,Fantasy,smart_tv,weekend_afternoon,couple,active
USR0272,휠체어귀가길,1986,male,서울,ko,2020-01-17,Standard,Documentary,web,weekday_night,single,active
USR0273,산불선구조대,1991,female,강원,ko,2020-05-08,Standard,Action,smart_tv,weekend_night,family,active
USR0274,현관밖어제,1997,male,서울,ko,2020-10-30,Basic,Horror,mobile,late_night,shared,active
USR0275,바다유리노래,2001,female,제주,ko,2020-11-27,Basic,Animation,tablet,weekend_morning,single,active
USR0276,정류장의자,1973,male,경남,ko,2019-04-12,Premium,Drama,smart_tv,weekday_evening,couple,active
USR0277,낮잠끝전화,1996,female,서울,ko,2020-08-14,Basic,Romance,mobile,late_night,shared,active
USR0278,동네방송제보자,1984,male,경북,ko,2019-11-22,Standard,Comedy,smart_tv,weekend_afternoon,family,active
USR0279,화성행대기중,1989,female,대전,ko,2020-03-06,Premium,Science Fiction,game_console,weekend_night,single,active
USR0280,오늘마법품절,1993,male,서울,ko,2020-06-19,Standard,Fantasy,tablet,late_night,single,active
USR0281,고향번역중,1977,female,경기,ko,2019-07-05,Premium,Documentary,web,weekday_evening,couple,active
USR0282,무궁화호승객,1985,male,충북,ko,2019-12-20,Standard,Action,smart_tv,weekend_night,family,active
USR0283,숨쉬는벽지,1998,female,인천,ko,2020-10-02,Basic,Horror,headset,late_night,shared,active
USR0284,투명공룡친구,2004,male,서울,ko,2020-12-25,Basic,Animation,tablet,weekend_morning,family,active
USR0285,보증금없는방,1982,female,서울,ko,2019-09-27,Premium,Drama,smart_tv,weekday_night,single,active
USR0286,우리사이거리,1991,male,경기,ko,2020-04-10,Standard,Romance,web,late_night,couple,active
USR0287,고시원셰프팬,1995,female,서울,ko,2020-08-28,Basic,Comedy,mobile,commute,shared,active
USR0288,별빛우체국,1979,male,대전,ko,2019-08-16,Premium,Science Fiction,smart_tv,weekend_night,family,active
USR0289,달을빌린사람,1997,female,서울,ko,2020-09-25,Basic,Fantasy,tablet,late_night,single,active
USR0290,연어지도따라,1988,male,강원,ko,2020-02-21,Standard,Documentary,web,weekend_afternoon,couple,active
USR0291,항공로승객,1983,female,인천,ko,2019-11-15,Premium,Action,smart_tv,weekend_night,family,active
USR0292,체크아웃대기,1994,male,경기,ko,2020-07-31,Standard,Horror,headset,late_night,single,active
USR0293,우체부구름이,2002,female,부산,ko,2020-12-11,Basic,Animation,tablet,weekend_morning,shared,active
USR0294,겨울귤한상자,1971,male,제주,ko,2019-03-29,Premium,Drama,smart_tv,weekday_evening,couple,active
USR0295,플레이리스트밤,1990,female,서울,ko,2020-03-13,Standard,Romance,mobile,late_night,single,active
USR0296,로봇파업지지,1986,male,세종,ko,2020-01-24,Premium,Comedy,smart_tv,weekend_night,family,active
USR0297,서울두번째달,1998,female,서울,ko,2020-10-16,Basic,Science Fiction,tablet,late_night,shared,active
USR0298,구름수선예약,1992,male,강원,ko,2020-05-22,Standard,Fantasy,web,weekend_afternoon,single,active
USR0299,내일도문엽니다,1976,female,경남,ko,2019-06-28,Premium,Documentary,smart_tv,weekday_evening,couple,active
USR0300,마지막방패연,1984,male,경기,ko,2019-12-13,Premium,Action,smart_tv,weekend_night,family,active
